Commodity,Classification,Grade,Sex,Market,Wholesale,Retail,Supply Volume,County,Date,Unit,Source,Year,Month,Year-Month,Week
Dry Maize,White Maize,-,-,Embu Town,44.44,60,2500.0,Embu,2022-05-28,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Embu Town,44.44,60,4000.0,Embu,2022-05-28,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Chwele,44.44,65,18000.0,Bungoma,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Majengo Vihiga,44.44,72.22,8000.0,Vihiga,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kimumu,42.22,60,6500.0,Uasin-Gishu,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kimumu,42.22,60,6500.0,Uasin-Gishu,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Amukura, - ,65,1230.0,Busia,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Makutano West Pokot,47.78,56,,West-Pokot,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Sondu- Kericho,50,70,9000.0,Kericho,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Soko mpya,48.89,120,1200.0,Nyandarua,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Sibanga,44.44,60,2700.0,Trans-Nzoia,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Rhamu Market,52,70,1000.0,Mandera,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,60,70,0.0,Nakuru,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Nakuru Wakulima,48.89,55,0.0,Nakuru,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Ngurubani Market,40,45,3500.0,Kirinyaga,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Eldoret Main,45,65,5000.0,Uasin-Gishu,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Tala Centre Market,48.89,60,10000.0,Machakos,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kasikeu,55,70,1600.0,Makueni,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Gakindu, - ,59.09,450.0,Nyeri,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Chuka,38.89,45,4500.0,Tharaka-Nithi,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Mogogosiek Market,47.78,70,10800.0,Bomet,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Wundanyi,55,60,1000.0,Taita-Taveta,2022-05-27,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Kabati Kitui,40,60,9000.0,Kitui,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Mbita,40,65,10000.0,Homa-bay,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kaanwa,50,55,500.0,Tharaka-Nithi,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Kilingili,46.67,57.89,25000.0,Vihiga,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Chepareria,47.78,54.17,27000.0,West-Pokot,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Katito,50,59.09,4500.0,Kisumu,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Kiserian crops market,33.33,50,5000.0,Kajiado,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Eldoret Main,45,65,5000.0,Uasin-Gishu,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Aram,48.89,55.38,21150.0,Siaya,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,60,70,0.0,Nakuru,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Nakuru Wakulima,48.89,55,4500.0,Nakuru,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,-,-,-,Nakuru Wakulima,160,180,0.0,Nakuru,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Mabera,47.81,51.79,5000.0,Migori,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Marigat,35,40,14000.0,Baringo,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kagio,47.78,52,900.0,Kirinyaga,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kakuma Modern Market,80,100,9000.0,Turkana,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kutus,46.67,55.3,8100.0,Kirinyaga,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Eldama Ravine,44.44,48,700.0,Baringo,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Lodwar Fresh Produce,50,50,50.0,Turkana,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Garissa Soko Mugdi,54,70,30000.0,Garissa,2022-05-26,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Majengo Vihiga,44.44,72.22,7000.0,Vihiga,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Akala,50,60,4000.0,Siaya,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Eldoret Main,45,65,6000.0,Uasin-Gishu,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Serem - Vihiga,47.78,56.82,9000.0,Vihiga,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,-,-,-,Nakuru Wakulima,160,180,0.0,Nakuru,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kathwana,38.89,60,3300.0,Tharaka-Nithi,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kapcherop,44.44,55,16380.0,Elgeyo-Marakwet,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Mwingi Town,48.89,55,27000.0,Kitui,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Chaka,47.78,60,2100.0,Nyeri,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Soko mpya,48.89,50,650.0,Nyandarua,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kangeta,55,60,900.0,Meru,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Nanyuki Open Air Market,46.67,60,4000.0,Laikipia,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Rhamu Market,52,70,1400.0,Mandera,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Mpeketoni,70,90,1400.0,Lamu,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kiritiri,50,60,3500.0,Embu,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Kiritiri,50,60,4490.0,Embu,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Embu Town,44.44,55,1200.0,Embu,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Nyeri open air,50,60,,Nyeri,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Siaya, - ,13.64,,Siaya,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Siaya, - ,59.09,,Siaya,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Ugunja,50,60,,Siaya,2022-05-25,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Mbale,44.44,66.67,50000.0,Vihiga,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Eldoret Main,50,70,6000.0,Uasin-Gishu,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kathonzweni,55,60,9900.0,Makueni,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Nyahururu Municipal Market,45.56,50,20000.0,Laikipia,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Nyahururu Municipal Market,45.56,50,20000.0,Laikipia,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Nyahururu Municipal Market,45.56,50,20000.0,Laikipia,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kitengela,47.78,60,35000.0,Kajiado,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Tala Centre Market,48.89,60,10400.0,Machakos,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Stadium - Kitale,46.67,60,,Trans-Nzoia,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kapkwen,46.67,70,43200.0,Bomet,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Nkubu,50,50,900.0,Meru,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kakuma Modern Market,60,80,90000.0,Turkana,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Athi River Open air Market,55.56,70,540.0,Machakos,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Chuka,38.89,45,4500.0,Tharaka-Nithi,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Elwak Market,45,70,2250.0,Mandera,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Nunguni,45,60,7200.0,Makueni,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Rhamu Market,52,70,1200.0,Mandera,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Wundanyi,50,55,2700.0,Taita-Taveta,2022-05-24,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Luanda,47.22,48,5400.0,Vihiga,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kaanwa,45,50,400.0,Tharaka-Nithi,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Mouwarak Crops Market,46.67,70,300.0,Laikipia,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Eldoret Main,45,65,5000.0,Uasin-Gishu,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kilingili,46.67,57.89,20000.0,Vihiga,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Mpeketoni,70,90,600.0,Lamu,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,60,70,0.0,Nakuru,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Nakuru Wakulima,50,55,0.0,Nakuru,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,-,-,-,Nakuru Wakulima,160,180,0.0,Nakuru,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Nyakwere,48,65,27000.0,Homa-bay,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Cheptiret - Uasin Gishu,32,40,3000.0,Uasin-Gishu,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Ahero,65,70,900.0,Kisumu,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Ahero,65,70,2900.0,Kisumu,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Busia Market,46,65,360.0,Busia,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Soko mpya,48.89,50,700.0,Nyandarua,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Makutano West Pokot,44.44,52,,West-Pokot,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kutus,46.67,58.77,7650.0,Kirinyaga,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Eldama Ravine,42.22,48,1400.0,Baringo,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Othaya,55.56,70,13500.0,Nyeri,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kiritiri,50,60,3400.0,Embu,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Kiritiri,50,60,3400.0,Embu,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Garissa Soko Mugdi,52,70,10000.0,Garissa,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Mixed-Traditional ,-,-,Aram,55.58,60.21,1800.0,Siaya,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Aram,48.89,59.99,19800.0,Siaya,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,Yellow Maize,-,-,Kibuye,48.89,55,,Kisumu,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Kibuye,53.33,60,,Kisumu,2022-05-23,Kg,AMIS,2022,May,2022-05,22
Dry Maize,White Maize,-,-,Malimili Livestock Market,44,52,8500.0,Kakamega,2022-05-22,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Kibiok,38.89,41.67,7000.0,Nandi,2022-05-22,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Akala,50,60,5000.0,Siaya,2022-05-21,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Lomut,62.22,75,30000.0,West-Pokot,2022-05-21,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Kambu,50,53.33,10000.0,Makueni,2022-05-21,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Athi River Open air Market,55.56,70,1170.0,Machakos,2022-05-21,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Siaya, - ,59.09,,Siaya,2022-05-21,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Siaya, - ,59.09,,Siaya,2022-05-21,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Embu Town,44.44,55,5500.0,Embu,2022-05-21,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Ngurubani Market,33.33,40,4500.0,Kirinyaga,2022-05-21,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Makutano West Pokot,44.44,52,,West-Pokot,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Majengo Vihiga,44.44,66.67,12000.0,Vihiga,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Rongo,40,47.39,45000.0,Migori,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Bondo,47.22,60,36000.0,Siaya,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Soko mpya,48.89,50,1300.0,Nyandarua,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Oyugis,55.56,70,5400.0,Homa-bay,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Gakindu,52.22,59.09,10.0,Nyeri,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Eldoret Main,45,65,6000.0,Uasin-Gishu,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Sibanga,50,60,2250.0,Trans-Nzoia,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Tala Centre Market,48.89,55,12400.0,Machakos,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,60,70,0.0,Nakuru,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Nakuru Wakulima,46.67,50,0.0,Nakuru,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,-,-,-,Nakuru Wakulima,160,180,0.0,Nakuru,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Holo,45,50,14000.0,Kisumu,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Gakoromone,45.56,50,4000.0,Meru,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Port Victoria,60,75,,Busia,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Chuka,38.89,45,4500.0,Tharaka-Nithi,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Mpeketoni,70,90,280.0,Lamu,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Kasikeu,50,55,700.0,Makueni,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Emali Market,55.56,52,52000.0,Makueni,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Wundanyi,50,55,500.0,Taita-Taveta,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Elwak Market,58,70,2600.0,Mandera,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Nyamakima,54.44,70,,Nairobi,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,-,-,-,Nyamakima,172,190,,Nairobi,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Yellow Maize,-,-,Nyamakima,61.11,70,,Nairobi,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Lungalunga,42.22,75,30000.0,Kwale,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Mbale,44.44,66.67,55000.0,Vihiga,2022-05-20,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Kaanwa,37.5,40,400.0,Tharaka-Nithi,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Nyamakima,55.56,70,,Nairobi,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,-,-,-,Nyamakima,168,200,,Nairobi,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Yellow Maize,-,-,Nyamakima,72.22,80,,Nairobi,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Kilingili,46.67,57.89,30000.0,Vihiga,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Kinango,47.78,50,6500.0,Kwale,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Yellow Maize,-,-,Ndhiwa,50,60,1000.0,Homa-bay,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Ndhiwa,55,60,5000.0,Homa-bay,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Katito,50,56.52,4000.0,Kisumu,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Kipkaren,60,60,200.0,Kakamega,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Kagio,42.22,48,1080.0,Kirinyaga,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Eldoret Main,50,65,8000.0,Uasin-Gishu,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Mabera,44,48,1200.0,Migori,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Wangige,47.78,60,2000.0,Kiambu,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Tseikuru,50,60,30000.0,Kitui,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,60,70,0.0,Nakuru,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Nakuru Wakulima,46.67,50,0.0,Nakuru,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,-,-,-,Nakuru Wakulima,160,180,0.0,Nakuru,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Chepareria,46.67,52,27000.0,West-Pokot,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Aram,48.89,55.38,22050.0,Siaya,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Kiserian crops market,38.89,50,5000.0,Kajiado,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Lokichar,37,130,350.0,Turkana,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Kimilili town,65,70,2000.0,Bungoma,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Ndhiwa,55,60,5000.0,Homa-bay,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Eldama Ravine,44.44,48,540.0,Baringo,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Kiritiri,100,120,4600.0,Embu,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Kiritiri,100,120,4600.0,Embu,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Mbita,35.56,65,10000.0,Homa-bay,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Garissa Soko Mugdi,50,70,10000.0,Garissa,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Diani Market,110,120,3000.0,Kwale,2022-05-19,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Nyamakima,55.56,70,,Nairobi,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Nyamakima,55.56,70,,Nairobi,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Yellow Maize,-,-,Nyamakima,72.22,80,,Nairobi,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,-,-,-,Nyamakima,168,200,,Nairobi,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Nyamakima,55.56,70,,Nairobi,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Eldoret Main,45,65,7000.0,Uasin-Gishu,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Nyeri open air,50,60,3600.0,Nyeri,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Miruka,50,54.17,27000.0,Nyamira,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Rongo,40,42.06,9000.0,Migori,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Akala,50,60,4000.0,Siaya,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Kathwana,38.89,50,3500.0,Tharaka-Nithi,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Yellow Maize,-,-,Nakuru Wakulima,60,70,0.0,Nakuru,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Nakuru Wakulima,46.67,50,5040.0,Nakuru,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Mwingi Town,48.89,55,18000.0,Kitui,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Mowlem Market,42.22,45.83,540.0,Trans-Nzoia,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Soko mpya,48.89,50,1280.0,Nyandarua,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Kapcherop,44.44,55,11250.0,Elgeyo-Marakwet,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Serem - Vihiga,47.78,56.82,9008.0,Vihiga,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Kangeta,45,50,900.0,Meru,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Embu Town,44.44,55,5500.0,Embu,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Siaya, - ,59.09,,Siaya,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Siaya, - ,59.09,,Siaya,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Elwak Market,56,70,2250.0,Mandera,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Rhamu Market,52,70,1300.0,Mandera,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Muhoroni,47.78,75,10000.0,Kisumu,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,Mixed-Traditional ,-,-,Mokowe Fish Landing Site,70,100,5000.0,Lamu,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Mbale,44.44,70.18,60000.0,Vihiga,2022-05-18,Kg,AMIS,2022,May,2022-05,21
Dry Maize,White Maize,-,-,Kabiyet Market,45,120,90000.0,Nandi,2022-05-17,Kg,AMIS,2022,May,2022-05,21
