County,Date,WholeSale,Commodity_Classification,Year_Week,WeekofYear
Kiambu,2025-09-15,43.33,Dry_White_Maize,2025-37,38
Uasin-Gishu,2025-09-15,40.0,Dry_White_Maize,2025-37,38
Uasin-Gishu,2025-09-15,38.89,Dry_White_Maize,2025-37,38
Nairobi,2025-09-22,43.33,Dry_White_Maize,2025-38,39
Nairobi,2025-09-22,42.22,Dry_White_Maize,2025-38,39
Uasin-Gishu,2025-09-22,38.89,Dry_White_Maize,2025-38,39
Uasin-Gishu,2025-09-22,37.78,Dry_White_Maize,2025-38,39
Nairobi,2025-09-22,41.11,Dry_White_Maize,2025-38,39
Nairobi,2025-09-22,43.33,Dry_White_Maize,2025-38,39
Nairobi,2025-09-22,44.44,Dry_White_Maize,2025-38,39
Uasin-Gishu,2025-09-22,38.89,Dry_White_Maize,2025-38,39
Kiambu,2025-09-22,43.33,Dry_White_Maize,2025-38,39
Uasin-Gishu,2025-09-22,38.89,Dry_White_Maize,2025-38,39
Uasin-Gishu,2025-09-22,37.78,Dry_White_Maize,2025-38,39
Uasin-Gishu,2025-09-22,38.89,Dry_White_Maize,2025-38,39
Nairobi,2025-09-22,42.22,Dry_White_Maize,2025-38,39
Uasin-Gishu,2025-09-22,38.89,Dry_White_Maize,2025-38,39
Uasin-Gishu,2025-09-29,37.78,Dry_White_Maize,2025-39,40
Nairobi,2025-09-29,41.11,Dry_White_Maize,2025-39,40
Nairobi,2025-09-29,40.56,Dry_White_Maize,2025-39,40
Nairobi,2025-09-29,42.22,Dry_White_Maize,2025-39,40
Uasin-Gishu,2025-09-29,38.89,Dry_White_Maize,2025-39,40
Kiambu,2025-09-29,41.11,Dry_White_Maize,2025-39,40
Uasin-Gishu,2025-09-29,38.89,Dry_White_Maize,2025-39,40
Uasin-Gishu,2025-09-29,36.67,Dry_White_Maize,2025-39,40
Uasin-Gishu,2025-09-29,38.89,Dry_White_Maize,2025-39,40
Uasin-Gishu,2025-09-29,38.89,Dry_White_Maize,2025-39,40
Uasin-Gishu,2025-10-06,37.78,Dry_White_Maize,2025-40,41
Nairobi,2025-10-06,41.11,Dry_White_Maize,2025-40,41
Nairobi,2025-10-06,40.56,Dry_White_Maize,2025-40,41
Nairobi,2025-10-06,40.0,Dry_White_Maize,2025-40,41
Uasin-Gishu,2025-10-06,38.89,Dry_White_Maize,2025-40,41
Kiambu,2025-10-06,41.11,Dry_White_Maize,2025-40,41
Uasin-Gishu,2025-10-06,38.89,Dry_White_Maize,2025-40,41
Uasin-Gishu,2025-10-06,36.67,Dry_White_Maize,2025-40,41
Uasin-Gishu,2025-10-06,38.89,Dry_White_Maize,2025-40,41
Uasin-Gishu,2025-10-06,38.89,Dry_White_Maize,2025-40,41
Uasin-Gishu,2025-09-24,,Dry_White_Maize,2025-38,39
Uasin-Gishu,2025-09-26,,Dry_White_Maize,2025-38,39
