_id,title,startdate,enddate,starttime,endtime,library,location,description,pagelink,id,rcid,eventtype1,eventtype2,eventtype3,agegroup1,agegroup2,agegroup3,supportlink,supportlinktext,imagepath,imagetext,imageheight,imagewidth,otherinfo,lastupdated
3487,Device Help,2024-12-12,,6:00 PM,7:00 PM,Malvern,None,"Need help setting up your library eBooks? Have questions about your tablet, phone, laptop, email or eBooks? A librarian will be available to help you with your technical questions. <br /><br />*Longer/complex questions may be referred to a 1 hour Book a Librarian appointment at a late date*",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32197&R=EVT32197,509375,32197,00-Computer & Library Training,None,None,Adult,None,None,None,None,None,None,None,None,None,2024-06-08T09:55:44Z
3488,English Conversation Circle,2024-12-12,,6:30 PM,8:00 PM,High Park,Community Room,"Are you learning English or new to Canada? <br /><br />Come practice your English skills and make new friends in a welcoming environment.<br /><br />Please note: this is not a formal English Class.<br /><br />Drop in, no registration required. Sessions held in the Program Room.<br /><br />If you live with a disability and require an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or 416-393-7099. <br />Please contact us at least three weeks in advance.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32287&R=EVT32287,516597,32287,00-ESL & Newcomer Programs,None,None,Adult,Older Adult,Teen,None,None,None,None,None,None,None,2024-08-19T13:31:03Z
3489,Silent Book Club,2024-12-12,,7:00 PM,8:00 PM,Guildwood,None,Come bring a book you are reading.  We read for 30-45 minutes and then everyone talks about what they have read.  This is a drop in program.  We meet the second Thursday of every month from 7:00 to 8:00 pm.,https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32530&R=EVT32530,514787,32530,00-Book Clubs & Writers Groups,None,None,Adult,Older Adult,Teen,None,None,None,None,None,None,None,2024-08-02T12:34:15Z
3490,Family Time,2024-12-13,,10:00 AM,10:30 AM,Humberwood,None,"Join us for stories, songs, rhymes, and more for children aged 0-5 with their families and/or caregivers.<br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32638&R=EVT32638,516322,32638,01-Ready for Reading Storytimes,None,None,Pre-School Children,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/9590E4442083481F987C3F847499E4EC/Ready_for_Reading_Logo_9590E4442083481F987C3F847499E4EC.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/BBEDE9B1D2284162970A2768BABFAFF9/Ready_for_Reading_Logo_BBEDE9B1D2284162970A2768BABFAFF9.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/D9155BD8821C4FFCB30D9DE15E6FAF61/Ready_for_Reading_Logo_D9155BD8821C4FFCB30D9DE15E6FAF61.jpg""}",2024-08-20T10:42:52Z
3491,Family Time,2024-12-13,,10:30 AM,11:00 AM,Palmerston,None,"Join us for stories, songs, puppets, rhymes and more for kids 0-5 with their families and/or caregivers. Siblings are welcome. <br /><br />Drop in. No registration required.<br />For more information, please call 416-393-7680 <br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32488&R=EVT32488,514051,32488,01-Ready for Reading Storytimes,00-Reading Programs & Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-07-24T11:41:01Z
3492,Jane/Sheppard Seniors Club,2024-12-13,,10:30 AM,11:30 AM,Jane/Sheppard,None,"Please join us every Friday morning for a fun senior social hour! Do a fun activity, participate in a presentation, or have a conversation and meet new friends! Light refreshments will be available. Drop-in only. No registration required.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32618&R=EVT32618,515979,32618,00-Hobbies Crafts & Games,00-Culture Arts & Entertainment,None,Older Adult,None,None,None,None,None,None,None,None,None,2024-08-15T15:58:45Z
3493,Baby Time,2024-12-13,,10:30 AM,11:00 AM,Richview,None,"Bouncing and tickling rhymes, songs and stories for babies birth<br />to 18 months with their parents or caregivers. <br /><br />Drop-in<br />Lower Level, Children's Department<br /><br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32527&R=EVT32527,514728,32527,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-10T15:25:02Z
3494,Spadina Friday Social Club,2024-12-13,,2:00 PM,3:00 PM,Spadina Road,None,"Are you are looking to get together with a group of like-minded friends? Come join our Friday Socials at Spadina! Every Friday, we will offer a series of activities that will focus on social interaction and fun.<br /><br />Each week is a new opportunity to:<br /><br />Meet new people and make new connections<br />Play cards, board games, bingo, craft (bring your own projects), colour, puzzles and so much more!<br />Learn a new skill while having fun<br />Benefit from social interaction<br /><br />All supplies are provided. No need to bring anything other than a smile and a good attitude. All are welcome!<br /><br />This program is drop-in. No registration required.<br /><br />If you identify as a person with a disability or as a person who is Deaf, and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.<br /><br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32449&R=EVT32449,513544,32449,00-Hobbies Crafts & Games,None,None,Older Adult,Adult,None,None,None,None,None,None,None,None,2024-07-18T19:04:34Z
3495,Friday Social,2024-12-13,,2:00 PM,4:00 PM,Eatonville,Meeting Room,"Join us for an afternoon of casual activities and conversation, in a friendly and engaging atmosphere. Activities include knitting (bring your own needles and yarn), colouring, Sudoku, chess, Bridge and cribbage. For Adults. To register, please call 416-394-5270.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32612&R=EVT32612,515915,32612,00-Culture Arts & Entertainment,None,None,Adult,Older Adult,None,None,None,None,None,None,None,None,2024-08-15T14:25:25Z
3496,"Tea & Movies - Holiday Inn (Musical, 1942)",2024-12-13,,2:00 PM,3:45 PM,Don Mills,Auditorium,"Treat yourself to a warm and cozy afternoon with this seasonal classic featuring the music of Irving Berlin, the singing of Bing Crosby and the dancing of Fred Astaire.<br />No registration required!<br />Tea and coffee served before the movie.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT514281&R=EVT514281,514281,0,00-Culture Arts & Entertainment,None,None,Adult,Older Adult,None,None,None,None,None,None,None,None,2024-07-26T18:45:15Z
3497,Steelpan: Hands On Fun At Humberwood Library!,2024-12-13,,3:00 PM,4:00 PM,Humberwood,None,"Musician Suzette Vidale leads participants in a hands-on experience with the steelpan! Have fun while learning about the instrument, the proper technique of holding sticks, stance and playing a scale. Suzette will teach everyone a simple song for participants to play. No musical knowledge required!",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT511706&R=EVT511706,511706,0,00-Culture Arts & Entertainment,None,None,Teen,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/A8FA34A2197A4A52891A50878334752C/img/A0E6EF3D44C74A368B4D69BAED4ADBD2/steelpan_A0E6EF3D44C74A368B4D69BAED4ADBD2.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/A8FA34A2197A4A52891A50878334752C/img/A6FA401613E64D78B50260CDDE24F8E4/steelpan_A6FA401613E64D78B50260CDDE24F8E4.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/A8FA34A2197A4A52891A50878334752C/img/D7803DEFFAB44AE790F7A8595CC4CFD5/steelpan_D7803DEFFAB44AE790F7A8595CC4CFD5.jpg""}",2024-06-26T12:16:55Z
3498,Book Lovers Club,2024-12-13,,4:00 PM,5:00 PM,Richview,None,"Bring a favourite book to discuss with a group of fellow book lovers, and stay for book-related activities.<br /><br />Ages 4-8<br /><br />Drop-in<br />Lower Level, Children's Department<br /><br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31628&R=EVT31628,514861,31628,00-Book Clubs & Writers Groups,00-Hobbies Crafts & Games,None,School-Age Children,Pre-School Children,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/D07F2AF99AAF455FA8BAC16411E85D23/img/2983978E19394BBD981FBE9BD4BEE3D9/Book_Club_2983978E19394BBD981FBE9BD4BEE3D9.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/D07F2AF99AAF455FA8BAC16411E85D23/img/9DC421BEE7974D31A445E2042BE3A83A/Book_Club_9DC421BEE7974D31A445E2042BE3A83A.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/D07F2AF99AAF455FA8BAC16411E85D23/img/F27C6345371A4E968D174DEF56ABD9AF/Book_Club_F27C6345371A4E968D174DEF56ABD9AF.jpg""}",2024-08-10T15:26:01Z
3499,House of Games Trivia,2024-12-13,,4:00 PM,5:00 PM,Don Mills,Auditorium,"MorganÂs House of Games returns for Episode 12! <br />Join us for another exciting round of trivia thatÂll test your general knowledge, lateral thinking, and quick reflexes.<br /><br />This is a Youth Hub program for teens only. <br />Drop-in attendance, no registration required.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT517236&R=EVT517236,517236,0,01-TPL Teens,00-Hobbies Crafts & Games,00-Culture Arts & Entertainment,Teen,None,None,None,None,None,None,None,None,None,2024-08-21T14:55:21Z
3500,Itty Bitty Knitty Committee Knitting Circle,2024-12-13,,7:00 PM,8:00 PM,Cedarbrae,Auditorium (FCCR),"Join other knitters of all levels for a cozy hour in a knitting circle! Exchange knitting tips and tricks, bring your projects, troubleshoot patterns, or work on that piece you've been wanting to try. Drop-in every other Friday at 7:00pm.<br /><br />For more information, please call the branch at 416-396-8850.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32502&R=EVT32502,514220,32502,00-Hobbies Crafts & Games,None,None,Adult,None,None,None,None,None,None,None,None,None,2024-07-26T13:30:41Z
3501,Family Time,2024-12-14,,10:30 AM,11:00 AM,Don Mills,Auditorium,"Stories, songs, rhymes and activities for children 5 years and under with their parents or caregivers. <br /><br />Drop-in. No registration required.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32583&R=EVT32583,515594,32583,01-Ready for Reading Storytimes,00-Reading Programs & Storytimes,None,Pre-School Children,All Children,None,None,None,None,None,None,None,None,2024-08-13T16:07:57Z
3502,Family Time,2024-12-14,,10:30 AM,11:00 AM,Richview,None,"Stories, songs, rhymes and activities for children ages 5 and under with their parents or caregivers.<br /><br />Drop-in<br />Lower Level, Children's Department<br /><br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31616&R=EVT31616,514711,31616,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-10T15:24:05Z
3503,Family Time,2024-12-14,,10:30 AM,11:00 AM,Lillian H. Smith,None,"Stories, songs, rhymes and activities for children ages 5 and under with their parents or caregivers. Drop-in.<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32672&R=EVT32672,517056,32672,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-20T20:14:09Z
3504,Builders Club,2024-12-14,,10:30 AM,11:30 AM,High Park,Community Room,"Do you like to build with LEGO, DUPLO, Feltro, Snap Circuits or KEVA? Join us every Saturday morning for some fun building challenges!<br /><br />All children welcome. Drop-in, no registration is required.<br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32649&R=EVT32649,516573,32649,00-Hobbies Crafts & Games,None,None,All Children,None,None,None,None,None,None,None,None,None,2024-08-19T13:14:05Z
3505,Family Time,2024-12-14,,11:00 AM,11:30 AM,Albion,Auditorium,"Join us for stories, songs, rhymes, and more for children aged 0-5 with their families and/or caregivers. Older siblings are welcome!<br /><br />Drop-in; no registration required.<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email <a href=""mailto:accessibleservices@tpl.ca"">accessibleservices@tpl.ca</a>, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.<br /><br />Storytime on August 10, 2024 is CANCELLED.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31867&R=EVT31867,515102,31867,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-08T11:23:38Z
3506,Family Coloring Club,2024-12-14,,11:00 AM,12:00 PM,Cliffcrest,None,"Let's get creative and enjoy a Saturday morning of coloring fun with crayons, pencil crayons and markers. All skill levels and all ages are welcome.  No experience necessary.  All supplies will be provided. Drop in!  No registration required.<br /><br />If your child lives with a disability, and requires an accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32687&R=EVT32687,517244,32687,00-Hobbies Crafts & Games,None,None,All Children,None,None,None,None,None,None,None,None,None,2024-08-21T14:57:43Z
3507,STEM Saturdays,2024-12-14,,2:00 PM,3:00 PM,Bloor/Gladstone,None,"Each week, come in for a fun science surprise as we explore Science, Technology, Engineering, and Math through coding, circuitry, robotics and more! <br /><br />No registration required, space is limited. The activities are not announced ahead of time, they will be a surprise!<br /><br />THERE WILL NOT BE STEM SATURDAY ON August 31.<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email <a href=""mailto:accessibleservices@tpl.ca"">accessibleservices@tpl.ca</a>, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31859&R=EVT31859,505005,31859,00-After School,00-Science & Technology,None,All Children,School-Age Children,Pre-School Children,None,None,None,None,None,None,None,2024-07-03T11:38:50Z
3508,Get F.R.E.S.H. at the Library: Movie Saturdays,2024-12-14,,2:30 PM,4:30 PM,Toronto Reference Library,Discussion Room,"Come and join the F.R.E.S.H. group for a Saturday screening of popular movies. 2:30 to 4:30 P.M. every Saturday.<br /><br />We'll be playing the following films:<br /><ul><li>Saturday, September 7 - Superbad</li><li>Saturday, September 14 - And Justice For All</li><li>Saturday, September 21 - Midnight Run</li><li>Saturday, September 28 - 50 First Dates</li></ul><br />Drop-ins are welcome.<br /><br />This program is in collaboration with <a href=""https://gersteincentre.org/wellness-and-recovery/f-r-e-s-h/"">Gerstein Crisis Centre's F.R.E.S.H.</a> initiative.<br /><br />If you identify as a person with a disability and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, <a href=""mailto:accessibleservices@tpl.ca"">accessibleservices@tpl.ca</a>, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32569&R=EVT32569,515448,32569,00-Health & Wellness,None,None,Adult,Teen,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/A8FA34A2197A4A52891A50878334752C/img/3141B9668F7840A9B2D43991EF892657/movie_3141B9668F7840A9B2D43991EF892657.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/A8FA34A2197A4A52891A50878334752C/img/5DAE04C269334A53A2C403413DF8E15A/movie_5DAE04C269334A53A2C403413DF8E15A.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/A8FA34A2197A4A52891A50878334752C/img/794877B5311B42DD9EF326D1970F719D/movie_794877B5311B42DD9EF326D1970F719D.jpg""}",2024-08-12T15:45:42Z
3509,Sunday STEM Program,2024-12-15,,2:30 PM,3:30 PM,Barbara Frum,None,"Join us a fun STEAM program on a Sunday afternoon! For ages 5-12.<br /><br />Drop-in. No Registration.<br /><br />1st Floor, Children's Area<br /><br /><br />September 8- LEGO<br /><br />September 15 - KEVA planks<br /><br />September 22 - Snap Circuits<br /><br />September 29 - STEM Craft<br /><br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31839&R=EVT31839,516636,31839,00-Science & Technology,00-Hobbies Crafts & Games,None,School-Age Children,None,None,None,None,None,None,None,None,None,2024-08-19T13:54:36Z
3510,Snap Circuits,2024-12-15,,2:30 PM,3:30 PM,Richview,None,"Explore electricity and circuitry during this hands-on program. Ages 6-12.<br /><br />Drop-in<br />Lower Level, Children's Department<br /><br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31619&R=EVT31619,514682,31619,00-Science & Technology,None,None,School-Age Children,None,None,None,None,None,None,None,None,"{""mediumImageURL"":""https://tpl.razuna.com/assets/3434/9D5611E498B54F3D9274C4A14545C142/img/00E26734047048BF8B45706B23D875BD/snap_circuits_cropped_600x740_00E26734047048BF8B45706B23D875BD.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/9D5611E498B54F3D9274C4A14545C142/img/41AC5C74FEAE42FDBBD790C7A4EFA342/snap_circuits_cropped_600x740_41AC5C74FEAE42FDBBD790C7A4EFA342.jpg"",""smallImageURL"":""https://tpl.razuna.com/assets/3434/9D5611E498B54F3D9274C4A14545C142/img/DB8207D34AE346CB9AC40A2213A16478/snap_circuits_cropped_600x740_DB8207D34AE346CB9AC40A2213A16478.jpg""}",2024-08-10T15:25:31Z
3511,Sunday Family Time,2024-12-15,,3:00 PM,3:30 PM,S. Walter Stewart,None,"Enjoy stories, songs and rhymes for children ages 0-5 with their parents and caregivers.<br /><br />Drop-in.<br /><br />If your child lives with a disability or is Deaf, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail at 416-393-7099 to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31698&R=EVT31698,503133,31698,00-Reading Programs & Storytimes,None,None,Pre-School Children,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/9590E4442083481F987C3F847499E4EC/Ready_for_Reading_Logo_9590E4442083481F987C3F847499E4EC.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/BBEDE9B1D2284162970A2768BABFAFF9/Ready_for_Reading_Logo_BBEDE9B1D2284162970A2768BABFAFF9.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/D9155BD8821C4FFCB30D9DE15E6FAF61/Ready_for_Reading_Logo_D9155BD8821C4FFCB30D9DE15E6FAF61.jpg""}",2024-05-29T15:26:50Z
3512,Settlement Help at Jane/Sheppard,2024-12-16,,10:00 AM,5:00 PM,Jane/Sheppard,None,"New to Canada?  Free and Confidential Settlement Services<br /><br />Library Settlement Worker, Martha Alvarado, will be here on Mondays from 10am Â 5pm to assist with PR card applications, citizenship information and application, work/study permits, citizenship preparation, child tax benefits and more!  For more information, please call Martha Alvarado at 416-276-6117.  <br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31925&R=EVT31925,505933,31925,00-ESL & Newcomer Programs,None,None,Adult,Older Adult,None,None,None,None,None,None,None,None,2024-05-16T16:25:52Z
3513,EarlyON Baby Lap Time,2024-12-16,,10:30 AM,12:00 PM,Dufferin/St. Clair,None,"Ages 0 to 11 months. Join us for weekly discussions on parenting and infant care. Meet other parents, learn new songs, rhymes and finger plays, and foster bonding with your baby!<br /><br />Drop-In. Limit of 30 participants<br /><br />Note: There is no program on May 27.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31657&R=EVT31657,511378,31657,00-Reading Programs & Storytimes,None,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-06-22T12:14:56Z
3514,Toddler Time,2024-12-16,,10:30 AM,11:00 AM,Richview,None,"Stories, songs and rhymes for children ages 19 months to 3 years with their parents or caregivers.<br /><br />Drop-in<br />Lower Level, Children's Department<br /><br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32528&R=EVT32528,514747,32528,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-10T15:26:25Z
3515,Baby Time,2024-12-16,,10:30 AM,11:00 AM,Parliament Street,Story Room,"Rhymes, songs and stories for babies from birth to 18 months with their parents or caregivers.<br />Meet other parents and learn skills to encourage early literacy.<br /><br />Drop-in, no registration required.<br /><br />If you or your child identify as a person with a disability and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31747&R=EVT31747,510185,31747,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-07-25T11:38:52Z
3516,Scrabble Club,2024-12-16,,1:30 PM,3:00 PM,Eatonville,Meeting Room,"Enjoy playing scrabble? Want to meet others who do to? Join us every Monday for our scrabble club. To register, please call 416-394-5270 or visit the branch.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32614&R=EVT32614,515936,32614,00-Hobbies Crafts & Games,None,None,Adult,Older Adult,None,None,None,None,None,None,None,None,2024-08-15T14:29:42Z
3517,Book Club,2024-12-16,,2:00 PM,3:15 PM,Richview,Program Room - 2nd Floor,"Join us for a lively and fun discussion about the selected book. <br /><br />Sept: The Nest by Cynthia DÂAprix Sweeney<br />Oct: The Secret Life of Bees by Sue Monk Kidd<br />Nov: Indians on Vacation by Thomas King<br />Dec: How to Pronounce Knife by Souvankham Thammavongsa<br /><br />Please place a copy of the book on hold, limited quantities may be made available in-branch.<br /><br />Drop-in program, no registration required. Upstairs, 2nd floor, program room B.<br /><br /><br />If you identify as a person with a disability and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32523&R=EVT32523,514574,32523,00-Book Clubs & Writers Groups,None,None,Adult,None,None,None,None,None,None,None,None,None,2024-07-31T13:13:46Z
3518,Film Critics Club,2024-12-16,,2:00 PM,4:00 PM,Pape/Danforth,Program Room,"Join us every third Monday of the month for a film screening and post discussion.  In a film club, participants watch a film together and then share their reactions, emotions and thoughts.  Participants will gain a deeper understanding of the film through shared experiences.  Film selection includes a mix of classics, new releases and award-winning films.    <br /><br />Sept 16th - The Quiet Girl (2022)<br />Oct 21st - Elvis (2022)<br />Nov 18th - Past Lives (2023)<br />Dec 16th - TBC<br /><br />Registration is recommended though not required. Registered customers are admitted before walk-ins.  Please call 416-393-7727 or visit us in-person to register.<br /><br />If you identify as a person with a disability or as a person who is Deaf, and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance. <br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32545&R=EVT32545,515035,32545,00-Culture Arts & Entertainment,None,None,Adult,Older Adult,None,None,None,None,None,None,None,None,2024-08-12T18:22:04Z
3519,After School Club,2024-12-16,,3:30 PM,4:30 PM,Oakwood Village Library and Arts Centre,theatre,"Looking for something to do after school? Come out to our After School Club and learn new things, make stuff, meet other kids and have fun!&#8203;<br /><br />Ages 6 to 12<br /><br />Drop-in<br />Lower Level Auditorium<br /><br /><br />Snacks are offered during the After School Club for participants. Food may contain or have come into contact with common allergens. Ingredient lists will be available. Snacks are generously supported, in part, by donors.<br /><br />If you identify as a person with a disability or as a person who is Deaf, and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32670&R=EVT32670,517004,32670,00-After School,None,None,School-Age Children,None,None,None,None,None,None,None,None,None,2024-08-20T18:52:33Z
3520,Fun with Lego and Keva,2024-12-16,,4:00 PM,5:00 PM,Dufferin/St. Clair,None,"Join us every Monday and test your building skills with LEGO and KEVA.  <br /><br />Drop-in.<br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31659&R=EVT31659,502582,31659,00-Hobbies Crafts & Games,None,None,School-Age Children,None,None,None,None,None,None,None,None,None,2024-04-27T11:11:21Z
3521,After School Club,2024-12-16,,4:00 PM,5:00 PM,Evelyn Gregory,Auditorium,"Explore the wonderful world of STEM with robots and snap circuits.  Tap in to your creativity with cool crafts.  Take part in exciting games and challenges.  Make friends while having fun!  Healthy snacks provided.  Drop in, no registration required.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32593&R=EVT32593,515691,32593,01-After School Club,None,None,School-Age Children,None,None,None,None,None,None,None,None,None,2024-08-13T19:26:00Z
3522,Monday Night at the Movies!,2024-12-16,,6:00 PM,8:00 PM,Port Union,Multipurpose Room,"Join us at Port Union Library for a movie night! Please call the library to confirm the feature film of the week. 416-396-8885<br />No registration required.<br />If you identify as a person with a disability or a person who is Deaf, and require this information in an accessible format, or an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail at 416-393-7099 or use the online form at tpl.ca/accessibility to make a request. Please contact us at least three weeks in advance<br /><br /><br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32444&R=EVT32444,513325,32444,00-Culture Arts & Entertainment,None,None,Adult,Older Adult,None,None,None,None,None,None,None,None,2024-07-17T16:33:05Z
