population,site,original_planting_date,early_planting_date,late_planting_date,required_gdus,scenario_1_harvest_quantity,scenario_2_harvest_quanitity
p_819,1,4/28/2020,4/28/2020,5/19/2020,1031,286,476
p_820,1,4/28/2020,4/14/2020,5/19/2020,1031,235,234
p_821,1,4/28/2020,4/28/2020,6/9/2020,942,317,351
p_822,1,4/28/2020,4/21/2020,5/26/2020,1031,293,332
p_823,1,4/28/2020,4/28/2020,6/16/2020,1031,207,89
p_824,1,4/28/2020,4/21/2020,6/9/2020,942,330,451
p_825,1,4/28/2020,4/14/2020,5/19/2020,942,188,468
p_826,1,4/28/2020,4/21/2020,6/2/2020,942,234,342
p_827,1,4/28/2020,4/14/2020,6/9/2020,1031,233,457
p_828,1,4/28/2020,4/14/2020,6/9/2020,1031,230,544
p_829,1,4/28/2020,4/21/2020,6/9/2020,1031,211,60
p_830,1,4/28/2020,4/21/2020,5/19/2020,1031,252,372
p_831,1,4/28/2020,4/28/2020,5/19/2020,1124,272,292
p_832,1,4/28/2020,4/28/2020,6/9/2020,1124,163,455
p_833,1,4/28/2020,4/21/2020,6/9/2020,942,358,238
p_834,1,4/28/2020,4/21/2020,5/26/2020,1031,321,386
p_835,1,4/28/2020,4/21/2020,6/2/2020,1124,295,370
p_836,1,5/5/2020,4/28/2020,6/23/2020,1026,164,377
p_837,1,5/5/2020,4/21/2020,6/23/2020,1119,280,432
p_838,1,5/5/2020,4/28/2020,6/23/2020,1026,359,439
p_839,1,5/5/2020,4/28/2020,5/26/2020,1026,371,352
p_840,1,5/5/2020,4/28/2020,5/26/2020,1026,201,354
p_841,1,5/5/2020,4/28/2020,6/2/2020,1026,375,654
p_842,0,5/2/2020,4/18/2020,5/23/2020,1069,237,519
p_843,0,5/2/2020,5/2/2020,6/13/2020,1069,284,313
p_844,0,5/2/2020,5/2/2020,6/6/2020,1069,316,218
p_845,0,5/2/2020,5/2/2020,6/6/2020,1069,303,394
p_846,0,5/2/2020,5/2/2020,6/6/2020,969,114,464
p_847,0,5/2/2020,5/2/2020,6/6/2020,1069,103,294
p_848,0,5/2/2020,4/18/2020,6/20/2020,1018,441,508
p_849,0,5/2/2020,5/2/2020,6/20/2020,1069,282,568
p_850,0,5/2/2020,4/18/2020,6/13/2020,1018,340,302
p_851,0,5/2/2020,4/18/2020,5/30/2020,1069,312,354
p_852,0,5/2/2020,5/2/2020,5/23/2020,1018,171,394
p_853,0,5/2/2020,5/2/2020,5/23/2020,969,424,103
p_854,0,5/2/2020,5/2/2020,6/20/2020,1069,247,673
p_855,0,5/2/2020,4/25/2020,6/6/2020,1069,138,393
p_856,0,5/2/2020,4/18/2020,6/13/2020,1018,258,218
p_857,0,5/2/2020,5/2/2020,5/30/2020,1069,314,449
p_858,0,5/2/2020,4/25/2020,6/20/2020,1069,442,541
p_859,0,5/2/2020,4/18/2020,6/13/2020,1069,208,645
p_860,0,5/2/2020,4/25/2020,6/13/2020,1069,261,682
p_861,0,5/2/2020,4/25/2020,6/20/2020,1069,154,413
p_862,0,5/2/2020,5/2/2020,6/13/2020,1069,198,372
p_863,0,5/2/2020,4/18/2020,6/6/2020,1018,45,404
p_864,0,5/2/2020,4/25/2020,6/13/2020,1018,220,388
p_865,0,5/2/2020,4/18/2020,5/30/2020,1069,321,273
p_866,0,5/2/2020,5/2/2020,6/13/2020,1018,146,182
p_867,0,5/2/2020,4/18/2020,5/23/2020,969,247,540
p_868,0,5/2/2020,4/25/2020,6/13/2020,1018,296,379
p_869,0,5/2/2020,4/25/2020,6/20/2020,1069,352,420
p_870,0,5/2/2020,4/18/2020,5/23/2020,1069,202,252
p_871,0,5/2/2020,4/25/2020,6/20/2020,1018,180,576
p_872,0,5/2/2020,4/25/2020,5/30/2020,1069,91,387
p_873,0,5/2/2020,4/25/2020,6/6/2020,1069,176,382
p_874,0,5/2/2020,5/2/2020,5/30/2020,969,170,205
p_875,0,5/2/2020,5/2/2020,5/23/2020,1069,121,178
p_876,0,5/2/2020,4/25/2020,6/6/2020,1018,343,297
p_877,0,5/2/2020,4/18/2020,6/13/2020,969,153,460
p_878,0,5/2/2020,5/2/2020,5/23/2020,1069,276,457
p_879,0,5/2/2020,4/18/2020,6/6/2020,969,238,174
p_880,0,5/2/2020,4/25/2020,6/20/2020,1018,154,360
p_881,0,5/2/2020,4/25/2020,6/6/2020,969,380,285
p_882,0,5/2/2020,4/18/2020,6/20/2020,1069,206,257
p_883,0,5/2/2020,5/2/2020,6/20/2020,1018,355,275
p_884,0,5/2/2020,4/18/2020,6/6/2020,969,248,467
p_885,0,5/2/2020,4/18/2020,5/30/2020,969,119,274
p_886,0,5/5/2020,4/28/2020,6/2/2020,994,371,223
p_887,0,5/5/2020,5/5/2020,6/23/2020,943,178,453
p_888,0,5/5/2020,4/21/2020,5/26/2020,894,99,529
p_889,0,5/5/2020,5/5/2020,6/9/2020,994,284,151
p_890,0,5/5/2020,4/28/2020,5/26/2020,894,258,272
p_891,0,5/5/2020,5/5/2020,6/2/2020,894,283,323
p_892,0,5/5/2020,4/28/2020,5/26/2020,994,311,402
p_893,0,5/5/2020,5/5/2020,6/16/2020,994,304,695
p_894,0,5/5/2020,4/21/2020,6/16/2020,1046,145,323
p_895,0,5/5/2020,4/28/2020,6/2/2020,994,521,348
p_896,0,5/5/2020,4/21/2020,5/26/2020,994,178,282
p_897,0,5/5/2020,4/28/2020,6/9/2020,894,137,404
p_898,0,5/5/2020,5/5/2020,6/2/2020,994,359,317
p_899,0,5/5/2020,5/5/2020,6/16/2020,943,282,441
p_900,0,5/5/2020,4/28/2020,6/2/2020,894,368,373
p_901,0,5/5/2020,4/28/2020,5/26/2020,894,382,398
p_902,0,5/5/2020,4/28/2020,5/26/2020,943,173,316
p_903,0,5/5/2020,5/5/2020,5/26/2020,994,183,547
p_904,0,5/5/2020,4/28/2020,6/23/2020,943,76,426
p_905,0,5/5/2020,4/28/2020,5/26/2020,994,389,298
p_906,0,5/5/2020,4/21/2020,6/16/2020,894,228,150
p_907,0,5/5/2020,4/28/2020,6/16/2020,894,171,222
p_908,0,5/5/2020,4/21/2020,6/23/2020,1046,293,561
p_909,0,5/5/2020,4/21/2020,6/16/2020,1046,108,400
p_910,0,5/5/2020,4/21/2020,6/16/2020,1046,364,217
p_911,0,5/5/2020,5/5/2020,6/2/2020,994,357,484
p_912,0,5/5/2020,4/21/2020,5/26/2020,1046,175,469
p_913,0,5/5/2020,4/28/2020,6/2/2020,1046,285,523
p_914,0,5/5/2020,5/5/2020,6/2/2020,1046,472,403
p_915,0,5/5/2020,5/5/2020,6/16/2020,1046,294,476
p_916,0,5/5/2020,5/5/2020,6/9/2020,1046,331,568
p_917,0,5/5/2020,5/5/2020,5/26/2020,1046,246,338
p_918,0,5/5/2020,5/5/2020,6/9/2020,1046,327,203
p_919,0,5/5/2020,5/5/2020,6/16/2020,1046,344,357
p_920,0,5/5/2020,5/5/2020,6/23/2020,994,266,258
p_921,0,5/5/2020,4/21/2020,6/2/2020,1046,133,473
p_922,0,5/5/2020,4/28/2020,6/16/2020,1046,223,124
p_923,0,5/5/2020,4/28/2020,6/16/2020,1046,246,429
p_924,0,5/5/2020,4/21/2020,6/9/2020,994,103,200
p_925,0,5/5/2020,4/21/2020,6/23/2020,1046,211,305
p_926,0,5/5/2020,5/5/2020,6/2/2020,994,295,218
p_927,0,5/5/2020,5/5/2020,6/23/2020,994,306,429
p_928,0,5/5/2020,4/21/2020,6/23/2020,943,278,223
p_929,0,5/5/2020,5/5/2020,6/23/2020,943,373,378
p_930,0,5/5/2020,4/28/2020,5/26/2020,943,232,417
p_931,0,5/5/2020,4/28/2020,6/23/2020,943,280,224
p_932,0,5/5/2020,5/5/2020,6/16/2020,943,226,301
p_933,0,5/5/2020,5/5/2020,5/26/2020,943,291,626
p_934,0,5/5/2020,5/5/2020,5/26/2020,943,228,577
p_935,0,5/5/2020,4/28/2020,6/23/2020,894,227,565
p_936,0,5/5/2020,5/5/2020,6/16/2020,943,389,275
p_937,0,5/5/2020,4/21/2020,6/2/2020,943,232,664
p_938,0,5/5/2020,5/5/2020,6/23/2020,943,585,398
p_939,0,5/5/2020,4/21/2020,5/26/2020,994,443,339
p_940,0,5/5/2020,5/5/2020,6/2/2020,994,444,308
p_941,0,5/5/2020,5/5/2020,6/2/2020,943,107,147
p_942,0,5/5/2020,4/28/2020,5/26/2020,943,330,239
p_943,0,5/5/2020,4/21/2020,6/2/2020,943,323,455
p_944,0,5/5/2020,4/21/2020,6/16/2020,1046,247,188
p_945,0,5/5/2020,4/21/2020,6/16/2020,943,373,470
p_946,0,5/5/2020,4/28/2020,6/23/2020,943,197,342
p_947,0,5/5/2020,4/21/2020,6/23/2020,943,209,496
p_948,0,5/5/2020,4/28/2020,6/2/2020,943,186,258
p_949,0,5/5/2020,5/5/2020,5/26/2020,894,116,153
p_950,0,5/5/2020,5/5/2020,6/16/2020,943,210,284
p_951,0,5/5/2020,4/21/2020,6/9/2020,943,136,420
p_952,0,5/8/2020,5/8/2020,6/26/2020,943,202,592
p_953,0,5/8/2020,5/8/2020,6/19/2020,994,295,509
p_954,0,5/8/2020,4/24/2020,6/5/2020,1046,314,407
p_955,0,5/8/2020,5/8/2020,6/19/2020,1046,234,403
p_956,0,5/8/2020,4/24/2020,6/19/2020,994,427,139
p_957,0,5/8/2020,4/24/2020,6/5/2020,943,281,325
p_958,0,5/8/2020,5/8/2020,6/26/2020,994,225,287
p_959,0,5/8/2020,5/8/2020,6/26/2020,994,207,309
p_960,0,5/8/2020,5/8/2020,6/12/2020,994,164,711
p_961,0,5/8/2020,5/8/2020,6/12/2020,994,309,116
p_962,0,5/8/2020,5/8/2020,6/26/2020,994,288,575
p_963,0,5/8/2020,5/1/2020,6/26/2020,943,174,310
p_964,0,5/8/2020,5/8/2020,6/26/2020,994,154,336
p_965,0,5/8/2020,5/1/2020,6/26/2020,994,209,325
p_966,0,5/8/2020,4/24/2020,6/19/2020,943,227,426
p_967,0,5/8/2020,5/8/2020,6/12/2020,994,169,451
p_968,0,5/8/2020,5/8/2020,6/5/2020,1046,376,274
p_969,0,5/8/2020,5/8/2020,5/29/2020,943,321,168
p_970,0,5/8/2020,4/24/2020,6/5/2020,994,106,333
p_971,0,5/8/2020,5/1/2020,5/29/2020,994,391,472
p_972,0,5/8/2020,5/1/2020,6/19/2020,894,266,423
p_973,0,5/8/2020,5/8/2020,6/12/2020,894,424,699
p_974,0,5/8/2020,5/8/2020,5/29/2020,943,367,425
p_975,0,5/8/2020,5/8/2020,6/26/2020,994,224,485
p_976,0,5/8/2020,5/8/2020,6/19/2020,994,170,344
p_977,0,5/8/2020,4/24/2020,5/29/2020,943,367,213
p_978,0,5/8/2020,5/8/2020,6/26/2020,994,407,201
p_979,0,5/8/2020,4/24/2020,6/19/2020,994,123,654
p_980,0,5/8/2020,5/8/2020,5/29/2020,994,172,336
p_981,0,5/8/2020,5/1/2020,6/26/2020,994,243,474
p_982,0,5/8/2020,5/1/2020,6/12/2020,994,188,574
p_983,0,5/13/2020,5/13/2020,6/24/2020,918,381,317
p_984,0,5/13/2020,5/13/2020,6/3/2020,867,428,369
p_985,0,5/13/2020,4/29/2020,7/1/2020,867,92,339
p_986,0,5/13/2020,5/13/2020,6/17/2020,867,334,427
p_987,0,5/13/2020,5/13/2020,7/1/2020,918,188,401
p_988,0,5/13/2020,5/13/2020,6/17/2020,918,149,542
p_989,0,5/13/2020,5/6/2020,6/3/2020,918,282,154
p_990,0,5/13/2020,4/29/2020,7/1/2020,918,174,342
p_991,0,5/13/2020,5/6/2020,7/1/2020,867,125,321
p_992,0,5/13/2020,4/29/2020,6/10/2020,818,475,267
p_993,0,5/13/2020,5/6/2020,6/24/2020,867,394,336
p_994,0,5/13/2020,5/13/2020,7/1/2020,867,229,368
p_995,0,5/13/2020,5/6/2020,6/17/2020,867,209,390
p_996,0,5/13/2020,5/6/2020,6/24/2020,867,299,438
p_997,0,5/13/2020,4/29/2020,6/3/2020,867,213,68
p_998,0,5/13/2020,4/29/2020,6/24/2020,867,82,651
p_999,0,5/13/2020,5/6/2020,6/10/2020,818,294,224
p_1000,0,5/13/2020,4/29/2020,6/3/2020,867,233,297
p_1001,0,5/13/2020,4/29/2020,7/1/2020,918,329,481
p_1002,0,5/13/2020,4/29/2020,6/3/2020,918,272,578
p_1003,0,5/13/2020,4/29/2020,6/3/2020,918,223,290
p_1004,0,5/13/2020,4/29/2020,6/10/2020,867,310,528
p_1005,0,5/13/2020,5/6/2020,6/17/2020,867,218,219
p_1006,0,5/13/2020,4/29/2020,6/3/2020,867,200,367
p_1007,0,5/13/2020,5/13/2020,6/17/2020,867,173,89
p_1008,0,5/13/2020,5/6/2020,6/24/2020,818,343,308
p_1009,0,5/13/2020,5/6/2020,6/10/2020,918,301,340
p_1010,0,5/13/2020,5/6/2020,7/1/2020,918,234,143
p_1011,0,5/13/2020,4/29/2020,6/3/2020,867,147,555
p_1012,0,5/13/2020,5/13/2020,6/17/2020,818,245,216
p_1013,0,5/13/2020,4/29/2020,6/3/2020,918,88,540
p_1014,0,5/13/2020,5/6/2020,6/10/2020,818,268,412
p_1015,0,5/13/2020,5/6/2020,7/1/2020,818,161,165
p_1016,0,5/13/2020,5/6/2020,6/24/2020,867,351,317
p_1017,0,5/13/2020,5/6/2020,6/24/2020,867,157,423
p_1018,0,5/13/2020,4/29/2020,6/17/2020,818,233,390
p_1019,1,5/12/2020,5/12/2020,6/23/2020,928,434,400
p_1020,1,5/12/2020,5/12/2020,6/16/2020,1021,201,83
p_1021,1,5/12/2020,5/5/2020,6/30/2020,1021,151,366
p_1022,1,5/12/2020,5/12/2020,6/2/2020,928,205,386
p_1023,1,5/12/2020,5/5/2020,6/9/2020,1021,233,497
p_1024,1,5/12/2020,5/5/2020,6/30/2020,1021,157,270
p_1025,1,5/12/2020,5/12/2020,6/30/2020,928,169,309
p_1026,1,5/12/2020,5/5/2020,6/23/2020,1021,338,814
p_1027,1,5/12/2020,5/12/2020,6/23/2020,928,386,246
p_1028,1,5/12/2020,5/5/2020,6/9/2020,1021,156,465
p_1029,1,5/12/2020,5/12/2020,6/2/2020,928,491,262
p_1030,1,5/12/2020,5/5/2020,6/30/2020,1021,283,182
p_1031,1,5/12/2020,5/12/2020,6/23/2020,1021,254,500
p_1032,1,5/12/2020,5/5/2020,6/30/2020,1021,137,241
p_1033,1,5/12/2020,5/5/2020,6/2/2020,1021,311,343
p_1034,1,5/12/2020,5/5/2020,6/16/2020,1021,194,581
p_1035,1,5/12/2020,5/12/2020,6/2/2020,1021,314,198
p_1036,1,5/12/2020,4/28/2020,6/30/2020,928,260,466
p_1037,1,5/12/2020,5/5/2020,6/30/2020,1021,148,287
p_1038,1,5/12/2020,5/5/2020,6/9/2020,1021,228,403
p_1039,1,5/12/2020,5/12/2020,6/30/2020,1021,305,284
p_1040,1,5/12/2020,5/5/2020,6/23/2020,1021,279,386
p_1041,1,5/12/2020,5/5/2020,6/9/2020,1021,225,577
p_1042,1,5/12/2020,5/5/2020,6/30/2020,1021,287,197
p_1043,1,5/12/2020,5/5/2020,6/2/2020,1021,240,369
p_1044,1,5/12/2020,4/28/2020,6/30/2020,1021,212,452
p_1045,1,5/12/2020,4/28/2020,6/2/2020,1021,251,544
p_1046,1,5/12/2020,5/5/2020,6/2/2020,1021,334,268
p_1047,1,5/12/2020,5/5/2020,6/30/2020,1021,116,321
p_1048,1,5/12/2020,5/5/2020,6/2/2020,1021,232,621
p_1049,1,5/12/2020,4/28/2020,6/16/2020,928,223,426
p_1050,1,5/12/2020,4/28/2020,6/9/2020,1021,276,291
p_1051,1,5/12/2020,5/12/2020,6/30/2020,1021,325,449
p_1052,1,5/12/2020,5/12/2020,6/16/2020,1021,202,718
p_1053,1,5/12/2020,5/5/2020,6/2/2020,1021,282,512
p_1054,1,5/12/2020,5/5/2020,6/2/2020,1021,332,322
p_1055,1,5/12/2020,4/28/2020,6/9/2020,1021,320,168
p_1056,1,5/12/2020,5/5/2020,6/16/2020,928,166,255
p_1057,1,5/12/2020,5/5/2020,6/16/2020,928,149,335
p_1058,1,5/12/2020,4/28/2020,6/30/2020,1021,265,244
p_1059,1,5/12/2020,4/28/2020,6/2/2020,1021,152,277
p_1060,1,5/12/2020,4/28/2020,6/23/2020,1021,264,390
p_1061,1,5/12/2020,4/28/2020,6/30/2020,1113,305,698
p_1062,1,5/12/2020,5/12/2020,6/30/2020,928,184,649
p_1063,1,5/12/2020,4/28/2020,6/30/2020,1113,72,495
p_1064,1,5/12/2020,4/28/2020,6/9/2020,1021,243,335
p_1065,1,5/12/2020,5/5/2020,6/9/2020,1021,160,482
p_1066,1,5/12/2020,5/5/2020,6/30/2020,928,224,485
p_1067,1,5/12/2020,5/5/2020,6/23/2020,928,276,458
p_1068,1,5/12/2020,5/12/2020,6/16/2020,1021,232,108
p_1069,1,5/12/2020,4/28/2020,6/16/2020,1021,148,551
p_1070,1,5/19/2020,5/5/2020,6/9/2020,1016,178,304
p_1071,1,5/19/2020,5/19/2020,6/23/2020,1016,255,277
p_1072,1,5/19/2020,5/5/2020,6/23/2020,831,290,603
p_1073,1,5/19/2020,5/12/2020,6/30/2020,1016,398,209
p_1074,1,5/19/2020,5/19/2020,6/23/2020,1016,278,191
p_1075,1,5/19/2020,5/5/2020,6/30/2020,1016,340,371
p_1076,1,5/19/2020,5/19/2020,6/16/2020,1016,203,555
p_1077,1,5/19/2020,5/19/2020,6/30/2020,924,266,454
p_1078,1,5/19/2020,5/5/2020,6/16/2020,1016,210,187
p_1079,1,5/19/2020,5/12/2020,6/30/2020,924,284,553
p_1080,1,5/19/2020,5/5/2020,7/7/2020,1016,382,230
p_1081,1,5/19/2020,5/5/2020,6/16/2020,1016,145,251
p_1082,1,5/19/2020,5/12/2020,6/16/2020,1016,289,277
p_1083,1,5/19/2020,5/5/2020,6/23/2020,1016,236,352
p_1084,1,5/19/2020,5/5/2020,6/16/2020,1016,114,389
p_1085,1,5/26/2020,5/12/2020,7/7/2020,921,156,441
p_1086,1,5/26/2020,5/26/2020,7/14/2020,921,226,89
p_1087,1,5/26/2020,5/26/2020,7/14/2020,921,207,302
p_1088,1,5/26/2020,5/26/2020,6/30/2020,921,136,486
p_1089,1,5/26/2020,5/12/2020,7/7/2020,921,273,315
p_1090,1,5/26/2020,5/19/2020,7/7/2020,1014,265,242
p_1091,1,5/26/2020,5/26/2020,6/16/2020,1014,285,233
p_1092,1,5/26/2020,5/19/2020,6/23/2020,1014,321,258
p_1093,1,5/26/2020,5/12/2020,6/30/2020,1014,204,587
p_1094,1,5/26/2020,5/26/2020,7/14/2020,1014,177,506
p_1095,1,5/26/2020,5/12/2020,6/16/2020,1014,357,502
p_1096,1,5/26/2020,5/19/2020,7/7/2020,1014,161,385
p_1097,1,5/26/2020,5/26/2020,6/23/2020,1014,159,358
p_1098,1,5/26/2020,5/26/2020,7/14/2020,1014,214,73
p_1099,1,5/26/2020,5/26/2020,6/16/2020,921,374,347
p_1100,1,5/26/2020,5/26/2020,7/7/2020,1014,132,338
p_1101,1,5/26/2020,5/19/2020,7/14/2020,1014,332,378
p_1102,1,5/26/2020,5/26/2020,7/14/2020,1014,200,568
p_1103,1,5/26/2020,5/12/2020,7/7/2020,921,302,409
p_1104,1,5/26/2020,5/26/2020,7/7/2020,921,99,600
p_1105,1,5/26/2020,5/19/2020,6/30/2020,921,340,305
p_1106,1,5/26/2020,5/26/2020,7/14/2020,1014,137,215
p_1107,1,5/26/2020,5/19/2020,7/7/2020,921,142,196
p_1108,1,5/26/2020,5/19/2020,6/16/2020,1014,201,168
p_1109,1,5/26/2020,5/12/2020,6/23/2020,1014,135,500
p_1110,1,5/26/2020,5/26/2020,6/30/2020,1014,226,383
p_1111,1,6/2/2020,6/2/2020,7/14/2020,1011,196,424
p_1112,1,6/2/2020,6/2/2020,6/30/2020,1011,365,202
p_1113,1,6/2/2020,5/19/2020,7/7/2020,1011,276,531
p_1114,1,6/2/2020,5/19/2020,7/21/2020,1011,325,261
p_1115,1,6/2/2020,5/26/2020,6/30/2020,1011,173,122
p_1116,1,6/2/2020,5/26/2020,7/7/2020,1011,287,164
p_1117,1,6/2/2020,5/26/2020,7/14/2020,1011,219,466
p_1118,1,6/2/2020,5/19/2020,7/14/2020,920,174,512
p_1119,1,6/2/2020,5/19/2020,7/7/2020,920,124,595
p_1120,1,6/2/2020,5/19/2020,7/21/2020,920,284,202
p_1121,1,6/2/2020,5/26/2020,7/7/2020,920,78,287
p_1122,1,6/2/2020,5/19/2020,6/23/2020,920,227,467
p_1123,1,6/2/2020,5/26/2020,7/7/2020,920,424,445
p_1124,1,6/2/2020,5/26/2020,7/7/2020,1011,299,262
p_1125,1,6/2/2020,6/2/2020,7/14/2020,920,173,478
p_1126,1,6/2/2020,6/2/2020,7/21/2020,920,72,239
p_1127,1,6/2/2020,6/2/2020,7/7/2020,920,156,431
p_1128,1,6/2/2020,5/26/2020,6/30/2020,1011,205,419
p_1129,1,6/2/2020,6/2/2020,7/14/2020,920,207,334
p_1130,1,6/2/2020,6/2/2020,7/14/2020,920,252,263
p_1131,1,6/2/2020,6/2/2020,7/7/2020,920,322,581
p_1132,1,6/2/2020,5/19/2020,6/30/2020,827,113,200
p_1133,1,6/2/2020,5/26/2020,7/7/2020,1011,296,561
p_1134,1,6/2/2020,6/2/2020,6/30/2020,1011,370,145
p_1135,1,6/2/2020,5/19/2020,7/14/2020,1011,313,379
p_1136,1,6/2/2020,5/19/2020,6/30/2020,1102,182,342
p_1137,1,6/2/2020,5/19/2020,7/7/2020,1011,166,472
p_1138,1,6/2/2020,6/2/2020,6/23/2020,1011,237,453
p_1139,1,6/2/2020,5/19/2020,6/23/2020,1011,372,392
p_1140,1,6/2/2020,5/26/2020,6/30/2020,1102,238,505
p_1141,1,6/2/2020,5/19/2020,7/7/2020,1011,336,346
p_1142,1,6/2/2020,5/19/2020,7/21/2020,1011,357,547
p_1143,1,6/2/2020,5/19/2020,6/23/2020,1102,204,446
p_1144,1,6/2/2020,5/19/2020,7/14/2020,1011,136,176
p_1145,1,6/2/2020,5/26/2020,7/7/2020,1102,188,351
p_1146,1,6/2/2020,6/2/2020,7/7/2020,1102,110,279
p_1147,1,6/2/2020,5/26/2020,6/23/2020,1011,187,287
p_1148,1,6/2/2020,5/26/2020,7/21/2020,1011,233,421
p_1149,1,6/2/2020,6/2/2020,7/14/2020,1011,346,283
p_1150,1,6/2/2020,5/19/2020,7/21/2020,1011,297,169
p_1151,1,6/2/2020,6/2/2020,7/14/2020,1011,367,135
p_1152,1,6/2/2020,6/2/2020,6/23/2020,1011,389,655
p_1153,0,5/21/2020,5/14/2020,6/25/2020,900,490,180
p_1154,0,5/21/2020,5/21/2020,7/2/2020,954,127,359
p_1155,0,5/21/2020,5/7/2020,6/25/2020,954,112,505
p_1156,0,5/21/2020,5/14/2020,6/18/2020,1009,167,315
p_1157,0,5/21/2020,5/7/2020,6/18/2020,1009,208,324
p_1158,0,5/21/2020,5/14/2020,6/11/2020,954,165,677
p_1159,0,5/21/2020,5/7/2020,6/11/2020,954,314,540
p_1160,0,6/3/2020,6/3/2020,6/24/2020,824,368,345
p_1161,0,6/3/2020,6/3/2020,7/1/2020,824,298,233
p_1162,0,6/3/2020,6/3/2020,7/15/2020,824,257,462
p_1163,0,6/3/2020,5/20/2020,7/22/2020,824,173,43
p_1164,0,6/3/2020,5/27/2020,6/24/2020,824,142,457
p_1165,0,6/3/2020,5/27/2020,7/22/2020,771,257,519
p_1166,0,6/3/2020,5/27/2020,7/22/2020,879,208,414
p_1167,0,6/3/2020,6/3/2020,7/1/2020,879,203,125
p_1168,0,6/3/2020,5/20/2020,7/15/2020,824,110,327
p_1169,0,6/3/2020,5/27/2020,7/1/2020,824,451,544
p_1170,0,6/3/2020,5/20/2020,6/24/2020,879,302,539
p_1171,0,6/3/2020,5/27/2020,7/1/2020,879,272,797
p_1172,0,6/3/2020,6/3/2020,7/1/2020,771,269,117
p_1173,0,6/3/2020,5/20/2020,7/1/2020,879,238,242
p_1174,0,6/3/2020,5/27/2020,6/24/2020,771,172,307
p_1175,0,6/3/2020,5/27/2020,6/24/2020,824,323,344
p_1176,0,6/3/2020,5/27/2020,7/1/2020,879,170,472
p_1177,0,6/3/2020,5/27/2020,7/1/2020,879,195,481
p_1178,0,6/3/2020,6/3/2020,7/22/2020,824,201,328
p_1179,0,6/3/2020,5/27/2020,7/15/2020,824,124,151
p_1180,0,6/5/2020,5/29/2020,7/24/2020,824,413,502
p_1181,0,5/21/2020,5/21/2020,7/2/2020,1009,140,251
p_1182,0,6/3/2020,5/27/2020,7/15/2020,879,386,89
p_1183,0,6/3/2020,5/20/2020,7/1/2020,879,254,126
p_1184,0,6/3/2020,5/20/2020,7/22/2020,879,144,365
p_1185,0,6/3/2020,5/27/2020,7/15/2020,824,451,331
p_1186,0,6/3/2020,6/3/2020,7/15/2020,824,193,152
p_1187,0,6/3/2020,6/3/2020,6/24/2020,879,269,461
p_1188,0,6/3/2020,6/3/2020,7/15/2020,879,172,244
p_1189,0,6/3/2020,5/27/2020,7/1/2020,879,214,298
p_1190,0,6/3/2020,5/27/2020,7/8/2020,879,313,308
p_1191,0,6/3/2020,5/20/2020,6/24/2020,879,220,603
p_1192,0,6/3/2020,6/3/2020,7/8/2020,879,218,316
p_1193,0,6/3/2020,5/27/2020,7/1/2020,879,450,355
p_1194,0,6/3/2020,5/27/2020,7/8/2020,824,284,353
p_1195,0,6/3/2020,5/27/2020,7/15/2020,879,258,474
p_1196,0,6/3/2020,6/3/2020,7/8/2020,824,484,363
p_1197,0,6/3/2020,6/3/2020,7/22/2020,824,217,344
p_1198,0,6/5/2020,5/22/2020,7/3/2020,879,152,671
p_1199,0,5/27/2020,5/27/2020,7/15/2020,887,312,253
p_1200,0,5/27/2020,5/20/2020,7/1/2020,833,358,330
p_1201,0,5/21/2020,5/7/2020,7/9/2020,1009,195,446
p_1202,0,5/21/2020,5/21/2020,6/11/2020,1009,242,355
p_1203,0,5/21/2020,5/21/2020,6/25/2020,900,235,352
p_1204,0,5/21/2020,5/21/2020,7/9/2020,1009,338,181
p_1205,0,5/21/2020,5/21/2020,7/2/2020,1009,339,439
p_1206,0,5/21/2020,5/14/2020,6/25/2020,1009,258,231
p_1207,0,5/21/2020,5/21/2020,6/11/2020,1009,218,540
p_1208,0,5/21/2020,5/14/2020,7/2/2020,954,252,454
p_1209,0,5/21/2020,5/14/2020,6/25/2020,1009,368,263
p_1210,0,5/21/2020,5/14/2020,7/2/2020,900,151,357
p_1211,0,5/21/2020,5/7/2020,6/25/2020,900,215,150
p_1212,0,5/21/2020,5/14/2020,6/25/2020,1009,147,436
p_1213,0,5/21/2020,5/21/2020,6/18/2020,1009,453,406
p_1214,0,5/27/2020,5/13/2020,7/15/2020,887,136,433
p_1215,0,5/27/2020,5/27/2020,7/1/2020,942,297,279
p_1216,0,5/27/2020,5/20/2020,6/17/2020,887,158,409
p_1217,0,5/27/2020,5/27/2020,7/15/2020,887,246,155
p_1218,0,5/27/2020,5/13/2020,6/24/2020,887,235,570
p_1219,0,5/27/2020,5/13/2020,7/15/2020,942,215,335
p_1220,0,5/27/2020,5/27/2020,7/15/2020,942,364,511
p_1221,0,5/27/2020,5/27/2020,7/1/2020,887,342,362
p_1222,0,5/27/2020,5/27/2020,6/17/2020,887,214,283
p_1223,0,5/27/2020,5/13/2020,7/1/2020,942,352,280
p_1224,0,5/27/2020,5/20/2020,6/17/2020,887,338,366
p_1225,0,5/27/2020,5/27/2020,6/17/2020,942,216,201
p_1226,0,5/27/2020,5/20/2020,7/8/2020,942,241,423
p_1227,0,5/27/2020,5/13/2020,7/1/2020,942,214,206
p_1228,0,5/27/2020,5/27/2020,6/24/2020,887,412,471
