Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Count
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Ukrainian,,,70
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Latvian,,,10
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Lithuanian,,,0
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Estonian,,,15
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Finnish,,,15
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Hungarian,,,235
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Greek,,,75
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Armenian,,,25
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Turkish,,,40
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Amharic,,,45
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Arabic,,,185
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Hebrew,,,50
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Maltese,,,10
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Somali,,,115
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Tigrigna,,,20
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Bengali,,,90
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Gujarati,,,45
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Hindi,,,195
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Kurdish,,,0
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Panjabi (Punjabi),,,20
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Pashto,,,0
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Persian (Farsi),,,330
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Sindhi,,,0
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Sinhala (Sinhalese),,,0
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Urdu,,,90
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Malayalam,,,0
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Tamil,,,85
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Telugu,,,25
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Japanese,,,220
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Korean,,,320
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Cantonese,,,335
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,"Chinese, n.o.s.",,,545
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Mandarin,,,630
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Taiwanese,,,35
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Lao,,,10
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Khmer (Cambodian),,,0
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Vietnamese,,,50
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Bisayan languages,,,0
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Ilocano,,,20
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Malay,,,20
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,"Tagalog (Pilipino, Filipino)",,,430
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Akan (Twi),,,0
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Swahili,,,15
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Creoles,,,15
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Other languages,,,245
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Multiple responses,,,,,535
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Multiple responses,English and French,,,,100
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Multiple responses,English and non-official language,,,,385
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Multiple responses,French and non-official language,,,,35
M4Y,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Multiple responses,"English, French and non-official language",,,,15
M4Y,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,,,,,,21940
M4Y,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,English only,,,,,17045
M4Y,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,French only,,,,,10
M4Y,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,English and French,,,,,4560
M4Y,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,Neither English nor French,,,,,325
M4Y,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,,,,,,21935
M4Y,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,English,,,,,20500
M4Y,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,French,,,,,815
M4Y,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,English and French,,,,,300
M4Y,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,Neither English nor French,,,,,320
M4Y,Detailed Language characteristics,Official language minority - (number),,,,,,965
M4Y,Detailed Language characteristics,Official language minority - (percentage),,,,,,4.4
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,,,,,,21940
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,,,,,21500
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,English,,,,17615
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,French,,,,280
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,,,,3600
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Algonquin,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Atikamekw,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Blackfoot,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Carrier,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Chilcotin,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Chipewyan,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Cree,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Siouan languages (Dakota/Sioux),,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Dene,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Dogrib,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Gitksan,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Inuinnaqtun,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,"Inuktitut, n.i.e.",,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Kutchin-Gwich'in (Loucheux),,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Malecite,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Mi'kmaq,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Mohawk,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Montagnais-Naskapi,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Nisga'a,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,North Slave (Hare),,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Ojibway,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Oji-Cree,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Shuswap,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,South Slave,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Tlingit,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Italian,,,10
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Portuguese,,,100
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Romanian,,,85
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Spanish,,,260
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Danish,,,20
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Dutch,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Flemish,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Frisian,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,German,,,25
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Norwegian,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Swedish,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Yiddish,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Bosnian,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Bulgarian,,,75
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Croatian,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Czech,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Macedonian,,,20
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Polish,,,100
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Russian,,,170
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Serbian,,,60
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Serbo-Croatian,,,10
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Slovak,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Slovenian,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Ukrainian,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Latvian,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Lithuanian,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Estonian,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Finnish,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Hungarian,,,135
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Greek,,,25
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Armenian,,,10
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Turkish,,,30
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Amharic,,,40
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Arabic,,,50
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Hebrew,,,45
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Maltese,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Somali,,,65
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Tigrigna,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Bengali,,,35
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Gujarati,,,10
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Hindi,,,125
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Kurdish,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Panjabi (Punjabi),,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Pashto,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Persian (Farsi),,,255
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Sindhi,,,10
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Sinhala (Sinhalese),,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Urdu,,,10
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Malayalam,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Tamil,,,50
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Telugu,,,20
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Japanese,,,120
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Korean,,,210
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Cantonese,,,150
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,"Chinese, n.o.s.",,,375
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Mandarin,,,605
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Taiwanese,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Lao,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Khmer (Cambodian),,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Vietnamese,,,10
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Bisayan languages,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Ilocano,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Malay,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,"Tagalog (Pilipino, Filipino)",,,120
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Akan (Twi),,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Swahili,,,0
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Creoles,,,15
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Other languages,,,110
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,,,,,435
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,English and French,,,,125
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,English and non-official language,,,,290
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,French and non-official language,,,,10
M4Y,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,"English, French and non-official language",,,,10
M4Y,Detailed Language characteristics,Algonquin - Various non-official languages spoken - 20% sample data,,,,,,0
M4Y,Detailed Language characteristics,Atikamekw,,,,,,0
M4Y,Detailed Language characteristics,Blackfoot,,,,,,0
M4Y,Detailed Language characteristics,Carrier,,,,,,0
M4Y,Detailed Language characteristics,Chilcotin,,,,,,0
M4Y,Detailed Language characteristics,Chipewyan,,,,,,0
M4Y,Detailed Language characteristics,Cree,,,,,,0
M4Y,Detailed Language characteristics,Siouan languages (Dakota/Sioux),,,,,,0
M4Y,Detailed Language characteristics,Dene,,,,,,0
M4Y,Detailed Language characteristics,Dogrib,,,,,,0
M4Y,Detailed Language characteristics,Gitksan,,,,,,0
M4Y,Detailed Language characteristics,Inuinnaqtun,,,,,,0
M4Y,Detailed Language characteristics,"Inuktitut, n.i.e.",,,,,,0
M4Y,Detailed Language characteristics,Kutchin-Gwich'in (Loucheux),,,,,,0
M4Y,Detailed Language characteristics,Malecite,,,,,,0
M4Y,Detailed Language characteristics,Mi'kmaq,,,,,,0
M4Y,Detailed Language characteristics,Mohawk,,,,,,0
M4Y,Detailed Language characteristics,Montagnais-Naskapi,,,,,,0
M4Y,Detailed Language characteristics,Nisga'a,,,,,,0
M4Y,Detailed Language characteristics,North Slave (Hare),,,,,,0
M4Y,Detailed Language characteristics,Ojibway,,,,,,15
M4Y,Detailed Language characteristics,Oji-Cree,,,,,,0
M4Y,Detailed Language characteristics,Shuswap,,,,,,0
M4Y,Detailed Language characteristics,South Slave,,,,,,0
M4Y,Detailed Language characteristics,Tlingit,,,,,,0
M4Y,Detailed Language characteristics,Italian,,,,,,510
M4Y,Detailed Language characteristics,Portuguese,,,,,,325
M4Y,Detailed Language characteristics,Romanian,,,,,,190
M4Y,Detailed Language characteristics,Spanish,,,,,,1405
M4Y,Detailed Language characteristics,Danish,,,,,,40
M4Y,Detailed Language characteristics,Dutch,,,,,,130
M4Y,Detailed Language characteristics,Flemish,,,,,,15
M4Y,Detailed Language characteristics,Frisian,,,,,,0
M4Y,Detailed Language characteristics,German,,,,,,705
M4Y,Detailed Language characteristics,Norwegian,,,,,,20
M4Y,Detailed Language characteristics,Swedish,,,,,,10
M4Y,Detailed Language characteristics,Yiddish,,,,,,10
M4Y,Detailed Language characteristics,Bosnian,,,,,,10
M4Y,Detailed Language characteristics,Bulgarian,,,,,,95
M4Y,Detailed Language characteristics,Croatian,,,,,,65
M4Y,Detailed Language characteristics,Czech,,,,,,60
M4Y,Detailed Language characteristics,Macedonian,,,,,,20
M4Y,Detailed Language characteristics,Polish,,,,,,280
M4Y,Detailed Language characteristics,Russian,,,,,,360
M4Y,Detailed Language characteristics,Serbian,,,,,,110
M4Y,Detailed Language characteristics,Serbo-Croatian,,,,,,20
M4Y,Detailed Language characteristics,Slovak,,,,,,35
M4Y,Detailed Language characteristics,Slovenian,,,,,,0
M4Y,Detailed Language characteristics,Ukrainian,,,,,,110
M4Y,Detailed Language characteristics,Latvian,,,,,,20
M4Y,Detailed Language characteristics,Lithuanian,,,,,,0
M4Y,Detailed Language characteristics,Estonian,,,,,,15
M4Y,Detailed Language characteristics,Finnish,,,,,,20
M4Y,Detailed Language characteristics,Hungarian,,,,,,275
M4Y,Detailed Language characteristics,Greek,,,,,,130
M4Y,Detailed Language characteristics,Armenian,,,,,,30
M4Y,Detailed Language characteristics,Turkish,,,,,,60
M4Y,Detailed Language characteristics,Amharic,,,,,,85
M4Y,Detailed Language characteristics,Arabic,,,,,,255
M4Y,Detailed Language characteristics,Hebrew,,,,,,165
M4Y,Detailed Language characteristics,Maltese,,,,,,10
M4Y,Detailed Language characteristics,Somali,,,,,,110
M4Y,Detailed Language characteristics,Tigrigna,,,,,,20
M4Y,Detailed Language characteristics,Bengali,,,,,,105
M4Y,Detailed Language characteristics,Gujarati,,,,,,90
M4Y,Detailed Language characteristics,Hindi,,,,,,555
M4Y,Detailed Language characteristics,Kurdish,,,,,,0
M4Y,Detailed Language characteristics,Panjabi (Punjabi),,,,,,130
M4Y,Detailed Language characteristics,Pashto,,,,,,15
M4Y,Detailed Language characteristics,Persian (Farsi),,,,,,385
M4Y,Detailed Language characteristics,Sindhi,,,,,,15
M4Y,Detailed Language characteristics,Sinhala (Sinhalese),,,,,,10
M4Y,Detailed Language characteristics,Urdu,,,,,,160
M4Y,Detailed Language characteristics,Malayalam,,,,,,10
M4Y,Detailed Language characteristics,Tamil,,,,,,145
M4Y,Detailed Language characteristics,Telugu,,,,,,55
M4Y,Detailed Language characteristics,Japanese,,,,,,315
M4Y,Detailed Language characteristics,Korean,,,,,,345
M4Y,Detailed Language characteristics,Cantonese,,,,,,500
M4Y,Detailed Language characteristics,"Chinese, n.o.s.",,,,,,570
M4Y,Detailed Language characteristics,Mandarin,,,,,,830
M4Y,Detailed Language characteristics,Taiwanese,,,,,,60
M4Y,Detailed Language characteristics,Lao,,,,,,10
M4Y,Detailed Language characteristics,Khmer (Cambodian),,,,,,10
M4Y,Detailed Language characteristics,Vietnamese,,,,,,60
M4Y,Detailed Language characteristics,Bisayan languages,,,,,,0
M4Y,Detailed Language characteristics,Ilocano,,,,,,35
M4Y,Detailed Language characteristics,Malay,,,,,,50
M4Y,Detailed Language characteristics,"Tagalog (Pilipino, Filipino)",,,,,,480
M4Y,Detailed Language characteristics,Akan (Twi),,,,,,0
M4Y,Detailed Language characteristics,Swahili,,,,,,35
M4Y,Detailed Language characteristics,Creoles,,,,,,35
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,,,,,,32615
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,,,,,31825
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,English,,,,17750
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,French,,,,1130
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,,,,12945
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Algonquin,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Atikamekw,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Blackfoot,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Carrier,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Chilcotin,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Chipewyan,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Cree,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Siouan languages (Dakota/Sioux),,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Dene,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Dogrib,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Gitksan,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Inuinnaqtun,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,"Inuktitut, n.i.e.",,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Kutchin-Gwich'in (Loucheux),,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Malecite,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Mi'kmaq,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Mohawk,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Montagnais-Naskapi,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Nisga'a,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,North Slave (Hare),,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Ojibway,,,10
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Oji-Cree,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Shuswap,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,South Slave,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Tlingit,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Italian,,,135
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Portuguese,,,230
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Romanian,,,135
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Spanish,,,830
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Danish,,,25
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Dutch,,,30
