ID,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group
4796,Female,White,35,25-60,42176,694,137156,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban
4797,Male,White,47,25-60,38877,755,352619,Gig,High School,Citizen,Fluent,No,No,High-income Suburban
4798,Female,White,44,25-60,55110,553,157119,Gig,Graduate,Citizen,Limited,No,No,High-income Suburban
4799,Female,White,44,25-60,58425,810,337260,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
4800,Male,Asian,81,Over 60,128060,846,287423,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
4801,Male,White,24,Under 25,49026,554,381616,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
4802,Female,Black,75,Over 60,171188,534,416517,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
4803,Male,Hispanic,67,Over 60,69174,541,378965,Part-time,Graduate,Permanent Resident,Fluent,No,No,Working Class Urban
4804,Non-binary,White,56,25-60,141844,508,156804,Full-time,High School,Citizen,Limited,No,No,Rural
4805,Female,White,44,25-60,84403,784,430224,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined
4806,Male,White,81,Over 60,63986,507,362268,Full-time,Some College,Permanent Resident,Fluent,No,No,Working Class Urban
4807,Female,White,78,Over 60,76368,727,350885,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
4808,Male,Hispanic,69,Over 60,133632,774,156901,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
4809,Female,Black,62,Over 60,63048,689,72525,Part-time,High School,Citizen,Fluent,Yes,No,High-income Suburban
4810,Male,White,58,25-60,101830,592,381605,Unemployed,Bachelor's,Citizen,Limited,Yes,No,Working Class Urban
4811,Female,White,82,Over 60,47238,527,148258,Gig,Bachelor's,Citizen,Fluent,No,No,Rural
4812,Male,Hispanic,49,25-60,171865,626,298679,Part-time,High School,Citizen,Fluent,No,No,Urban Professional
4813,Female,Black,77,Over 60,132262,834,364514,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
4814,Female,White,28,25-60,138564,731,57611,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
4815,Male,White,28,25-60,124028,527,115018,Part-time,High School,Citizen,Fluent,Yes,No,Working Class Urban
4816,Male,Black,19,Under 25,151781,613,323522,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
4817,Male,Black,79,Over 60,47345,634,368087,Full-time,Graduate,Visa Holder,Fluent,No,Yes,Historically Redlined
4818,Female,Hispanic,55,25-60,38643,566,390789,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Urban Professional
4819,Female,White,45,25-60,35275,742,124732,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined
4820,Female,White,50,25-60,71254,842,387770,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
4821,Male,White,55,25-60,172285,637,329724,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
4822,Female,Black,53,25-60,52434,697,233572,Full-time,High School,Citizen,Fluent,No,No,Rural
4823,Male,Hispanic,82,Over 60,167367,807,394768,Self-employed,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
4824,Female,Black,28,25-60,88452,519,187051,Full-time,High School,Permanent Resident,Limited,No,No,High-income Suburban
4825,Male,White,46,25-60,84079,604,346676,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban
4826,Female,White,66,Over 60,170283,771,130582,Full-time,High School,Citizen,Fluent,No,No,Rural
4827,Female,White,32,25-60,26895,793,205043,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
4828,Female,White,72,Over 60,124955,632,286041,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
4829,Male,White,68,Over 60,61829,817,99593,Full-time,Some College,Citizen,Limited,No,No,High-income Suburban
4830,Female,Multiracial,53,25-60,95334,525,442438,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
4831,Female,White,76,Over 60,75987,614,216267,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
4832,Male,White,45,25-60,138462,519,375833,Full-time,Bachelor's,Visa Holder,Fluent,No,Yes,Rural
4833,Male,White,19,Under 25,72302,814,283591,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
4834,Male,Black,26,25-60,95742,673,167385,Full-time,Some College,Citizen,Fluent,Yes,No,Urban Professional
4835,Female,Hispanic,34,25-60,49591,516,164415,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
4836,Female,Asian,38,25-60,163165,605,231180,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Working Class Urban
4837,Male,Hispanic,19,Under 25,51826,517,170443,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
4838,Female,White,26,25-60,80353,756,241231,Gig,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
4839,Male,White,66,Over 60,29440,598,83394,Full-time,Bachelor's,Permanent Resident,Fluent,No,Yes,Urban Professional
4840,Male,Black,70,Over 60,68540,801,88991,Gig,Some College,Citizen,Fluent,No,No,High-income Suburban
4841,Female,Hispanic,69,Over 60,25390,536,436793,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
4842,Female,White,72,Over 60,168907,780,202385,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined
4843,Female,White,44,25-60,58448,774,286431,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
4844,Male,White,64,Over 60,152897,560,164703,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Urban Professional
4845,Male,White,43,25-60,171821,699,342146,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
4846,Male,Black,32,25-60,160410,630,225965,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional
4847,Male,Hispanic,49,25-60,60772,533,232325,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
4848,Male,Hispanic,36,25-60,51512,670,296077,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
4849,Male,Multiracial,40,25-60,72783,645,120215,Gig,High School,Citizen,Fluent,Yes,Yes,High-income Suburban
4850,Male,White,53,25-60,33785,756,409625,Full-time,Some College,Citizen,Limited,No,No,Historically Redlined
4851,Female,Asian,43,25-60,154468,740,376818,Full-time,Some College,Permanent Resident,Limited,No,No,High-income Suburban
4852,Male,White,20,Under 25,88889,722,264862,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
4853,Non-binary,Hispanic,23,Under 25,151551,833,335452,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban
4854,Female,White,41,25-60,162416,671,253036,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
4855,Male,White,48,25-60,83637,755,361929,Full-time,Bachelor's,Permanent Resident,Fluent,Yes,No,Rural
4856,Male,White,66,Over 60,168018,589,434714,Full-time,Bachelor's,Citizen,Fluent,Yes,Yes,Rural
4857,Male,White,77,Over 60,39947,745,363137,Full-time,High School,Citizen,Fluent,No,No,Rural
4858,Male,Asian,66,Over 60,151244,520,428015,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
4859,Male,White,44,25-60,132622,543,315953,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
4860,Non-binary,White,20,Under 25,124165,567,385057,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
4861,Male,White,69,Over 60,98696,595,223503,Self-employed,High School,Citizen,Fluent,Yes,No,Working Class Urban
4862,Female,Asian,57,25-60,56028,711,326648,Part-time,Graduate,Citizen,Fluent,No,No,Urban Professional
4863,Female,White,20,Under 25,81164,809,390788,Gig,High School,Citizen,Fluent,Yes,No,Rural
4864,Male,Hispanic,81,Over 60,98956,697,202077,Gig,Some College,Citizen,Fluent,No,No,Working Class Urban
4865,Male,Hispanic,34,25-60,154185,833,266714,Self-employed,Some College,Citizen,Fluent,No,No,Urban Professional
4866,Male,Black,37,25-60,153072,562,276208,Gig,High School,Citizen,Fluent,No,No,Historically Redlined
4867,Male,Hispanic,39,25-60,53461,783,51252,Part-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban
4868,Female,Black,80,Over 60,74552,836,350597,Self-employed,Some College,Citizen,Limited,No,No,Urban Professional
4869,Female,White,39,25-60,69126,841,147115,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
4870,Male,White,67,Over 60,117521,553,271436,Full-time,High School,Citizen,Limited,No,No,Working Class Urban
4871,Female,Multiracial,79,Over 60,64612,725,119795,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
4872,Female,White,57,25-60,54696,571,61238,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
4873,Female,Hispanic,57,25-60,158626,770,264834,Full-time,High School,Visa Holder,Fluent,No,No,Working Class Urban
4874,Female,Hispanic,54,25-60,72558,681,164010,Gig,Bachelor's,Citizen,Fluent,No,No,Urban Professional
4875,Female,Hispanic,67,Over 60,28270,608,220516,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional
4876,Male,White,75,Over 60,92712,780,187092,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
4877,Male,White,64,Over 60,58067,841,307757,Unemployed,Some College,Citizen,Fluent,No,No,Rural
4878,Male,Hispanic,66,Over 60,131560,673,54745,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional
4879,Female,White,58,25-60,60698,552,132755,Part-time,High School,Citizen,Fluent,No,No,Historically Redlined
4880,Male,Black,21,Under 25,81434,625,210525,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
4881,Male,White,77,Over 60,80876,834,128322,Unemployed,Some College,Citizen,Fluent,No,No,Urban Professional
4882,Male,White,29,25-60,25703,516,401178,Part-time,High School,Citizen,Limited,No,No,High-income Suburban
4883,Male,Black,22,Under 25,104823,646,94151,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
4884,Female,White,24,Under 25,46504,753,193378,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
4885,Male,White,68,Over 60,172993,634,290023,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban
4886,Female,White,20,Under 25,72334,627,191990,Part-time,Graduate,Citizen,Fluent,No,No,Historically Redlined
4887,Female,Hispanic,70,Over 60,165924,539,328141,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
4888,Male,White,46,25-60,129476,645,201877,Full-time,Some College,Permanent Resident,Fluent,No,No,Urban Professional
4889,Female,White,30,25-60,147669,555,365453,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
4890,Female,Black,55,25-60,71489,741,71043,Full-time,High School,Citizen,Fluent,No,No,Rural
4891,Female,White,18,Under 25,65977,659,263799,Full-time,High School,Visa Holder,Fluent,No,No,Working Class Urban
4892,Male,Hispanic,56,25-60,118733,728,230057,Full-time,Graduate,Permanent Resident,Limited,No,No,Urban Professional
4893,Male,White,81,Over 60,101692,808,182032,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban
4894,Male,Hispanic,62,Over 60,63435,717,276603,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
4895,Female,Hispanic,82,Over 60,57876,582,302152,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban
4896,Female,White,34,25-60,56569,539,223933,Full-time,Graduate,Citizen,Fluent,No,No,Rural
4897,Female,Hispanic,18,Under 25,31642,583,54324,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban
4898,Female,White,81,Over 60,85091,802,374471,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
4899,Female,Hispanic,75,Over 60,172619,508,192369,Full-time,Bachelor's,Visa Holder,Limited,No,No,High-income Suburban
4900,Male,White,45,25-60,138794,780,194316,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
4901,Male,White,56,25-60,63075,661,130548,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
4902,Female,Asian,22,Under 25,83365,706,250731,Full-time,Some College,Permanent Resident,Fluent,No,No,Urban Professional
4903,Male,White,47,25-60,46897,730,186744,Unemployed,High School,Citizen,Fluent,No,No,Rural
4904,Female,White,75,Over 60,155782,807,88897,Part-time,Graduate,Permanent Resident,Limited,No,No,Urban Professional
4905,Male,White,57,25-60,152792,794,350155,Full-time,Graduate,Citizen,Fluent,Yes,No,Historically Redlined
4906,Female,White,70,Over 60,138553,654,58079,Self-employed,Bachelor's,Permanent Resident,Fluent,Yes,No,Urban Professional
4907,Female,Hispanic,22,Under 25,97547,666,297369,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined
4908,Female,Hispanic,67,Over 60,170801,654,126438,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
4909,Male,White,52,25-60,164353,793,89137,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
4910,Male,White,47,25-60,133314,600,225600,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban
4911,Female,White,78,Over 60,73536,723,130916,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined
4912,Female,White,25,25-60,40847,658,298174,Self-employed,High School,Citizen,Fluent,No,No,Urban Professional
4913,Female,White,47,25-60,33505,506,286565,Self-employed,High School,Visa Holder,Fluent,No,No,Urban Professional
4914,Female,Hispanic,67,Over 60,93204,564,299078,Full-time,Some College,Visa Holder,Fluent,No,No,Historically Redlined
4915,Female,White,55,25-60,164413,784,352173,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined
4916,Female,Asian,20,Under 25,133636,830,290869,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban
4917,Male,Hispanic,47,25-60,86117,737,271531,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
4918,Female,White,19,Under 25,169107,799,376131,Full-time,Some College,Citizen,Fluent,No,Yes,High-income Suburban
4919,Female,White,61,Over 60,27895,585,430448,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
4920,Male,White,60,25-60,121772,798,417779,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Rural
4921,Female,Hispanic,27,25-60,131143,753,284645,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined
4922,Female,Black,51,25-60,27031,540,92019,Full-time,Graduate,Visa Holder,Fluent,No,No,High-income Suburban
4923,Female,Hispanic,55,25-60,161193,573,62646,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
4924,Male,Black,35,25-60,97034,523,141993,Full-time,High School,Permanent Resident,Fluent,Yes,No,Urban Professional
4925,Female,White,64,Over 60,84119,586,246575,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
4926,Male,Asian,54,25-60,95726,517,163970,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional
4927,Female,White,53,25-60,163682,658,439858,Part-time,High School,Citizen,Fluent,No,No,Urban Professional
4928,Male,White,30,25-60,89402,753,341556,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
4929,Female,White,20,Under 25,69161,788,76819,Full-time,High School,Citizen,Limited,No,Yes,Rural
4930,Female,Hispanic,21,Under 25,157841,502,84002,Part-time,Bachelor's,Visa Holder,Fluent,No,No,Rural
4931,Male,Black,69,Over 60,168320,821,398758,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
4932,Male,White,40,25-60,73341,782,412812,Full-time,Graduate,Citizen,Fluent,Yes,No,Rural
4933,Female,White,58,25-60,94818,508,298766,Unemployed,Some College,Citizen,Fluent,No,No,Rural
4934,Male,White,77,Over 60,56368,804,348280,Part-time,Bachelor's,Citizen,Limited,No,No,Rural
4935,Male,White,21,Under 25,158499,538,336545,Unemployed,Bachelor's,Citizen,Fluent,No,No,Urban Professional
4936,Male,Black,45,25-60,64742,544,375512,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
4937,Female,White,56,25-60,42646,764,147848,Part-time,High School,Citizen,Fluent,No,No,Historically Redlined
4938,Female,Hispanic,70,Over 60,155797,666,340064,Gig,Graduate,Citizen,Fluent,No,No,Working Class Urban
4939,Male,White,73,Over 60,31939,694,428306,Full-time,High School,Citizen,Fluent,No,No,Rural
4940,Male,White,24,Under 25,125019,599,68674,Part-time,Some College,Citizen,Fluent,No,No,Working Class Urban
4941,Female,White,49,25-60,34775,836,337776,Full-time,Graduate,Citizen,Limited,No,No,Working Class Urban
4942,Female,White,69,Over 60,80377,617,392818,Full-time,High School,Visa Holder,Fluent,No,No,Historically Redlined
4943,Female,White,27,25-60,39870,692,284594,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
4944,Female,Hispanic,44,25-60,68154,749,421367,Self-employed,High School,Citizen,Limited,No,No,Working Class Urban
4945,Male,Black,19,Under 25,86403,614,214190,Full-time,Some College,Permanent Resident,Fluent,Yes,No,Historically Redlined
4946,Female,White,52,25-60,35400,740,284905,Full-time,Graduate,Citizen,Fluent,Yes,No,Historically Redlined
4947,Female,White,54,25-60,58302,798,132895,Gig,Graduate,Permanent Resident,Fluent,No,No,Urban Professional
4948,Female,White,27,25-60,74762,678,115236,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
4949,Female,White,20,Under 25,46243,779,432563,Part-time,Some College,Citizen,Fluent,Yes,No,Rural
4950,Male,White,70,Over 60,77117,600,174132,Gig,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
4951,Male,White,53,25-60,139091,792,146674,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional
4952,Male,Asian,21,Under 25,139035,577,257348,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
4953,Female,White,79,Over 60,80245,630,253024,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
4954,Male,Asian,21,Under 25,43526,539,75889,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
4955,Male,White,82,Over 60,44441,530,160074,Full-time,High School,Citizen,Fluent,Yes,No,Urban Professional
4956,Male,White,24,Under 25,106637,574,361629,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined
4957,Male,White,66,Over 60,78139,747,252427,Full-time,Some College,Citizen,Fluent,Yes,No,Working Class Urban
4958,Female,White,23,Under 25,108588,645,297545,Gig,Some College,Citizen,Fluent,No,No,Rural
4959,Female,White,66,Over 60,133917,599,299786,Full-time,High School,Citizen,Fluent,No,No,Rural
4960,Female,Hispanic,79,Over 60,52198,769,155503,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
4961,Male,White,31,25-60,139575,678,163089,Full-time,Some College,Permanent Resident,Fluent,No,No,Urban Professional
4962,Female,Black,23,Under 25,153662,637,159585,Self-employed,Graduate,Citizen,Fluent,No,No,Historically Redlined
4963,Male,Hispanic,29,25-60,29267,506,289667,Self-employed,Graduate,Citizen,Fluent,No,No,High-income Suburban
4964,Female,White,67,Over 60,65361,644,105612,Self-employed,Bachelor's,Citizen,Fluent,No,No,Urban Professional
4965,Male,White,50,25-60,100644,823,281198,Self-employed,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
4966,Female,Multiracial,64,Over 60,42453,651,294020,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban
4967,Male,Black,63,Over 60,131852,644,139016,Full-time,Some College,Citizen,Limited,No,No,High-income Suburban
4968,Female,Black,18,Under 25,31587,765,141610,Full-time,Bachelor's,Citizen,Limited,No,Yes,Working Class Urban
4969,Male,White,42,25-60,148425,557,145495,Gig,Bachelor's,Citizen,Fluent,No,No,Rural
4970,Male,Asian,27,25-60,34935,588,391312,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional
4971,Male,White,34,25-60,146145,778,144380,Self-employed,Bachelor's,Permanent Resident,Fluent,No,No,Historically Redlined
4972,Female,Hispanic,44,25-60,122054,726,58253,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban
4973,Male,White,74,Over 60,116243,530,355971,Full-time,Some College,Citizen,Fluent,No,No,Rural
4974,Female,White,64,Over 60,44254,587,387432,Gig,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
4975,Male,Multiracial,44,25-60,132327,642,152536,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Urban Professional
4976,Female,Hispanic,69,Over 60,51157,619,149267,Full-time,High School,Citizen,Limited,No,No,Working Class Urban
4977,Female,White,44,25-60,142777,688,382986,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
4978,Male,White,59,25-60,91660,728,296361,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban
4979,Female,Black,56,25-60,85719,531,176528,Full-time,Graduate,Citizen,Fluent,No,No,Rural
4980,Male,White,50,25-60,30274,701,396990,Gig,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
4981,Male,White,43,25-60,116926,651,161659,Full-time,High School,Citizen,Fluent,No,Yes,Working Class Urban
4982,Female,Native American,76,Over 60,34537,556,156542,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional
4983,Female,White,77,Over 60,91982,574,282720,Gig,High School,Citizen,Limited,No,No,Urban Professional
4984,Female,White,21,Under 25,125580,660,387439,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional
4985,Female,White,71,Over 60,52136,545,129664,Full-time,Some College,Visa Holder,Fluent,No,No,Urban Professional
4986,Male,Hispanic,34,25-60,131648,815,288781,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
4987,Female,Hispanic,42,25-60,41845,725,154542,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
4988,Male,White,25,25-60,84366,686,185067,Full-time,High School,Permanent Resident,Fluent,No,No,Urban Professional
4989,Male,White,29,25-60,26272,604,169162,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional
4990,Male,Black,76,Over 60,121638,838,169650,Full-time,Graduate,Citizen,Limited,No,No,Historically Redlined
4991,Male,White,57,25-60,134344,701,54206,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
4992,Female,Asian,63,Over 60,127213,849,280437,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
4993,Male,White,74,Over 60,125869,616,215164,Full-time,Some College,Citizen,Fluent,Yes,No,Rural
4994,Male,White,70,Over 60,93534,691,334690,Gig,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban
4995,Male,Black,37,25-60,140919,625,122669,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
4996,Male,White,63,Over 60,59736,847,226805,Part-time,Some College,Citizen,Fluent,No,Yes,High-income Suburban
4997,Female,White,24,Under 25,116908,745,140654,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
4998,Non-binary,Black,44,25-60,120120,550,373523,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban
4999,Female,White,53,25-60,119611,505,72648,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
5000,Male,White,66,Over 60,153806,826,251260,Self-employed,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban
5001,Male,Asian,62,Over 60,73632,686,395663,Gig,Bachelor's,Permanent Resident,Fluent,No,No,Working Class Urban
5002,Female,Hispanic,37,25-60,91791,686,116381,Gig,High School,Citizen,Fluent,No,No,Working Class Urban
5003,Male,White,76,Over 60,145568,651,315921,Full-time,Some College,Citizen,Fluent,No,No,Rural
5004,Male,White,49,25-60,93972,803,392382,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
5005,Female,Black,19,Under 25,114670,715,413528,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
5006,Female,White,28,25-60,54951,828,250333,Full-time,Graduate,Citizen,Limited,Yes,No,High-income Suburban
5007,Female,White,42,25-60,36902,756,409221,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
5008,Male,Hispanic,46,25-60,30291,529,154283,Full-time,High School,Citizen,Fluent,No,Yes,Working Class Urban
5009,Male,White,45,25-60,52522,521,183656,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
5010,Female,Multiracial,20,Under 25,48345,796,57178,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
5011,Female,White,74,Over 60,58875,559,242448,Full-time,High School,Permanent Resident,Fluent,No,No,Rural
5012,Female,White,59,25-60,52362,554,449550,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
5013,Female,White,25,25-60,138819,509,378077,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
5014,Male,Hispanic,73,Over 60,46116,643,236268,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
5015,Female,Hispanic,56,25-60,146877,723,215870,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
5016,Male,White,54,25-60,115038,759,361125,Unemployed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
5017,Male,White,22,Under 25,168977,560,160101,Full-time,Some College,Citizen,Fluent,Yes,No,Rural
5018,Male,White,75,Over 60,91646,581,236269,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
5019,Female,Black,27,25-60,43938,794,172404,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
5020,Female,White,65,Over 60,44160,707,390576,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban
5021,Female,Black,69,Over 60,133703,656,361118,Part-time,High School,Citizen,Fluent,Yes,No,High-income Suburban
5022,Female,Asian,78,Over 60,123022,505,424708,Full-time,Some College,Citizen,Fluent,No,Yes,Rural
5023,Male,Black,29,25-60,125028,593,308644,Full-time,High School,Citizen,Limited,No,No,Urban Professional
5024,Male,White,80,Over 60,152718,690,126964,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Working Class Urban
5025,Female,White,81,Over 60,32268,839,332984,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
5026,Male,White,42,25-60,144896,539,103161,Unemployed,Some College,Permanent Resident,Fluent,No,No,High-income Suburban
5027,Female,White,32,25-60,97001,646,371704,Gig,High School,Citizen,Fluent,No,No,High-income Suburban
5028,Male,White,52,25-60,164775,831,360433,Gig,High School,Citizen,Fluent,No,No,High-income Suburban
5029,Female,Asian,33,25-60,105182,520,195720,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional
5030,Female,White,21,Under 25,65336,660,362870,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
5031,Female,White,37,25-60,133665,699,233832,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban
5032,Male,White,60,25-60,54297,615,282188,Part-time,High School,Citizen,Fluent,No,No,Urban Professional
5033,Female,Black,40,25-60,114949,542,140301,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional
5034,Male,Black,42,25-60,125854,835,389615,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban
5035,Male,Asian,52,25-60,144792,530,421463,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
5036,Male,Black,32,25-60,41962,634,433065,Full-time,Bachelor's,Citizen,Limited,Yes,No,High-income Suburban
5037,Male,White,21,Under 25,140393,633,306734,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban
5038,Female,White,22,Under 25,70304,658,423258,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban
5039,Female,Native American,30,25-60,70070,593,414288,Full-time,Some College,Citizen,Fluent,No,No,Rural
5040,Male,Hispanic,78,Over 60,62215,788,184302,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban
5041,Female,Hispanic,49,25-60,168816,657,219287,Full-time,High School,Citizen,Limited,No,No,High-income Suburban
5042,Male,White,24,Under 25,108982,529,403407,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
5043,Male,White,29,25-60,42567,816,143979,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
5044,Non-binary,White,19,Under 25,39517,595,204108,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
5045,Male,White,72,Over 60,64856,753,268587,Part-time,High School,Citizen,Fluent,No,No,Historically Redlined
